"","score","text","level.score","level.text"
"21482",  0," lol your time is coming",Neutral,NA
"21483",  5," happy presidents day mr president  thanks for taking on  well everything  youre my favorite president",Positive,NA
"21484",  0," stop itstop calling the facts fake news",Neutral,NA
"21485",  3," im celebrating a real president and his family on this day the obamas  not the trump trash ",Positive,NA
"21486", -1," name calling  really you are such a three year old  pathetic",Negative,NA
"21487",  4," agreed oprah is a joke and is very phony she just says things that tickle the ears ive had contact with her and her staff and found them to be very rude to the common man but when that camera starts rolling she becomes a different person she is not real",Positive,NA
"21488", -1," you are so mentally sick your deranged republicans are running from you your time is up donald you are cornered mueller is coming for you grand jury next a pathological liar in front of a grand jury u r f donald",Negative,NA
"21489",  2," to our real president ",Positive,NA
"21490", -1," i will take time to reflect on how terrible it is that we dont have a functional presidency because you are corrupt and incompetent",Negative,NA
"21491",  0," you are attacking everyone but russia  you have clearly colluded cadetbonespurs ",Neutral,NA
"21492",  2," i will be reflecting how this great country elected a orange whiny baby pumpkin who is wholly unqualified and a complete embarrassment to the office of president become president  ",Positive,NA
"21493", -1," everybody knows what you didyour days are numbered you cant stop it its going to be really bad yfor you",Negative,NA
"21494", -1," you have to be the worst president this country has ever seen step down you whining man child",Negative,NA
"21495",  3," you too president trump  thank for all ur hard work",Positive,NA
"21496",  1," hey president shit for brains ",Positive,NA
"21497",  0," what about those russian sanctions",Neutral,NA
"21498",  8," the last time class compassion dignity and honour inhabited your white house was when those two lived there happy president day to the last president worthy of the title   ",Positive,NA
"21499", -1," your batshit crazy trump an insecure bully draft dodger you never accomplished anything honorable in your whole life please leave my wh now",Negative,NA
"21500",  3," thank you mr president you are truly one of a kind it took six years of obama before i realized his nwo meant subjugation of the usa leaving political correctness aside you spoke the truth about where we were headed and what needed to change new course to maga underway ty",Positive,NA
"21501", -5,"  then you went partying same day  kids lost their lifes shame on you oh you mean melania that you cheated on with porn stars shame on you",Negative,NA
"21502", -1,"  most hated man in america notmypresident",Negative,NA
"21503", -2," fbi too busy not examining dnc server losing emails writing exoneration letters",Negative,NA
"21504",  0," wth does this even mean you want us to reflect on the new presidential rankings  ",Neutral,NA
"21505",  2," oprah insecure you clearly win that award",Positive,NA
"21506",  2," i am reflecting on a time when we had a president reflecting back to presidents  i may not have always agreed with their policies but they tried",Positive,NA
"21507",  1," will reflect on the great presidents we have had in our past and how we have come to this deplorable president we have now this is why everyone needs to vote so we do not have to experience this low period in american history again",Positive,NA
"21508",  1," how about you run the country  stop worrying about what everyone says what are you the president of the united states or a yo girl",Positive,NA
"21509",  1," only if we have a president we can reflect on",Positive,NA
"21510", -2," you are a fucking joke fuck you",Negative,NA
"21511",  1,"  people died last week and you are tweeting about  i call for a psychiatric evaluation from an unbiased psychiatrist this cant be normal behavior trumprussia floridashooting florida seesomethingsaysomething mentalhealthawareness",Positive,NA
"21512", -5," actions speak louder than words  everytime you loosen restrictions on gun posession more hatred and evil can come out",Negative,NA
"21513",  0," russia going to help you cheat again",Neutral,NA
"21514", -3," ill be reflecting on how divisive you have been and why you need to go",Negative,NA
"21515",  0," ok but you had a scalp reduction",Neutral,NA
"21516", -6," yeah idiot oprahs the insecure one your stupidity knows no limits you slow orange blob trumprussiacollusion",Negative,NA
"21517", -1," why dont you ever say anything critical of mr putin even when russians intervene into us electionsis it obamashilarys fault",Negative,NA
"21518", -1," ur trash",Negative,NA
"21519",  0," yeprussians are laughingbecause they successfully put an idiot in the wh who would create chaos ",Neutral,NA
"21520", -1," keep black womens namesout ya mouth dont come for us if we aint call for you",Negative,NA
"21521", -1," i wish our potus wasnt a russian puppet stop deflecting russians elected you by lying to the american people and dividing us you are an illegitimate president",Negative,NA
"21522",  0," btw your tweets are a window into your head its clear youre running scared",Neutral,NA
"21523", -1," the fbi in fl isnt on muellers team  maybe no collusion but obstruction of justice and treason are impeachable offenses  cant wait for that process to begin  most of american will celebrate you being the hell out of the wh  you are not fit to occupy that office",Negative,NA
"21524",  2," judge jeanine pirro had a great show are we any way getting close to firing the top people at the fbi i agree with the judge",Positive,NA
"21525", -4," no he is saying they could have done more but if he had you would have dumped all over obama for interfering damned if he did or didnt do anything he wasnt meddling but you were certainly colluding with russia you really are every bully wrapped into one orange idiot",Negative,NA
"21526",  2," i will be reflecting on the fact that i cant believe that gw bush would be an improvement over you",Positive,NA
"21527",  0," as if you know anything about reflecting",Neutral,NA
"21528",  2," do you really not know the plural possessive form of president or is it just all about you",Positive,NA
"21529",  1," you are why the world is laughing you are the cause of the chaos you leaving the white house is the only answer",Positive,NA
"21530",  0," and it is still a problem that needs solving so shut your mouth and get to work",Neutral,NA
"21531",  0," do you know how to be reflective lmk",Neutral,NA
"21532",  2," yes well be celebrating out  pres",Positive,NA
"21533",  0," it was the goal of russia for the us to elect a bloviating unqualified buffoon that would assist them in sinking their claws into america they scored traitortrump fakepresident",Neutral,NA
"21534", -2," youre a sad  puppet",Negative,NA
"21535",  6," thank you and may your day be a great day think positive and work to the greater good",Positive,NA
"21536",  0," we have  presidents we dont claim you",Neutral,NA
"21537",  2," happy obamaday to my american friends x",Positive,NA
"21538", -2," the people who kill in mass events like the one most recently in florida is people who was abused in many ways lets start with education laws can only do so much kids living under pressure by their own parents and family members grow with many problems in their head",Negative,NA
"21539",  4," thank you mr president we love and pray for you daily",Positive,NA
"21540",  0," oprah insecure ha ha ha ha ha haha ha ha ha ha haha ha ha ha good one i didnt know you were so funny notmypresident oprahsgonnawhupyourass",Neutral,NA
"21541", -2," ill be reflecting on the unfairness of having our election robbed",Negative,NA
"21542",  1," everytime i see something trump posts ",Positive,NA
"21543", -2," look in the mirror and compare yourself to the other presidents  you are nothing  you are illegitimate  go have a conversation with abe lincoln  reflect on how you can become a better person  then resign and do something else  get your hands dirty serving others",Negative,NA
"21544",  2," we used to have president who was a baller now we have a president who is a bawler ",Positive,NA
"21545",  2," reflective wow a word with more than   syllables",Positive,NA
"21546",  4," that account has been suspended which further shows you possess a complete lack of good judgmentmake presidentsday enjoyable for the great majority of our citizens and just resign alreadytrolltrumpday ",Positive,NA
"21547",  0," first off its worthwhile to point out that most citizens dont consider you an american considering you seem to be working against the country second just because an illegal act didt have its intended consequence doesnt make it any less illegal",Neutral,NA
"21548",  0," at least she got you to watch sounds like youre feeling threatened",Neutral,NA
"21549",  2," wtf are u doing  people just died in a school shooting shouldnt you be working on better gun laws or ways to make america saferalso very classy for the president to call someone insecure looks like melanias cyber bullying campaign is going well",Positive,NA
"21550", -6," notmyshitholepresident trumpfail trumptreason impeach thnow resign imprison bigot misogynist moron murderer",Negative,NA
"21551",  0," dont you have better things to do than watch  minutes and then bitch about it on twitter your turning into an  yr old grandma",Neutral,NA
"21552", -2,"  what are you going to do about the russians why havent you acted why hasnt there been hell to pay by the russians you are hapless a failure",Negative,NA
"21553",  1," sure thing",Positive,NA
"21554",  1," just watched a very insecure orange potato who at one point i knew very well interview himself in a mirror the questions were bad and dumb the facts incorrect hope when he runs he isnt be exposed and defeated just like all of the others",Positive,NA
"21555", -2," really with the russians at your front door and the nra in your bank account you want to pick a fight with a well established black woman who might run for office you are one scared cowardly little man grow a set  own your mistake and blunders",Negative,NA
"21556", -1," well if youre so sad maybe get rid of gun control",Negative,NA
"21557", -4," you insane jealous piece of shit go to hell ",Negative,NA
"21558",  1," making america great again maga presidentsday  more years",Positive,NA
"21559",  0," happy presidents day to the fist  presidents of the united states who never wavered when we were under attack",Neutral,NA
"21560", -1," same to you asshole",Negative,NA
"21561",  6," happy presidents day to you president trump you will go down in history as one of the greatest god bless you and your family",Positive,NA
"21562", -1," due to russian interference",Negative,NA
"21563", -2," ill refect on collusion",Negative,NA
"21564", -1," you want a copy  ",Negative,NA
"21565",  0," still notmypresident fakepresident trumprussia shitholepresident",Neutral,NA
"21566", -1," ill be reflecting on the  presidents who werent hand picked by russia tyvm",Negative,NA
"21567",  3," tremendous respect for   more  more every day day since  has been plundering americas assets  weakening our country thank you obama",Positive,NA
"21568", -6," ill be reflecting on how the russians hijacked the  election narrative on social media and how the current  is too much of a craven coward to enact the sanctions against russia that congress overwhelmingly voted for  what could he be afraid of ",Negative,NA
"21569", -2," you telling us that you are very insecure moron",Negative,NA
"21570", -2," youre one terrified liddle guilty boy the country will recover but your poor familynot so much sad shame",Negative,NA
"21571", -3," fuck you illegitimate bastard",Negative,NA
"21572",  1," god you are just a horrible person",Positive,NA
"21573",  1," yeah right were all going to trust you  impeach",Positive,NA
"21574", -1," you are a cartwheeling walrus of self delusion",Negative,NA
"21575",  3," lol you can even handle oprah now you are the most sensitive baby ",Positive,NA
"21576", -4," insecure  oprah hahahahaha  she is the least insecure person  look in the mirror donnie boythat is insecure",Negative,NA
"21577",  0," could you rephrase that  i dont understand the russian dialect",Neutral,NA
"21578",  0,"  i kept waiting to hear about how ken starr got run out of baylor on a rail but no such luck  his opinion is irrelevant ",Neutral,NA
"21579", -4," impeach impeach impeach loser",Negative,NA
"21580",  2," thank you president obama ",Positive,NA
"21581", -5," expose her as something worse than a lying cheating treasonous war mongeringdraft dodging petulant manchild dotard sex offender",Negative,NA
"21582",  3," i am thanking  for his hard work and dedication as our last great president",Positive,NA
"21583", -1,"    pig ",Negative,NA
"21584", -3," i refuse to celebrate a presidents day with your fat fuck orange traitor ass sitting in the oval  we dont have a president  russian does",Negative,NA
"21585", -4," always gotta attack the black citizens of this country dont ya racist piece of garbage",Negative,NA
"21586", -2," very insecure your tweets from this weekend are a definition of insecurity",Negative,NA
"21587", -2," little donny useless   is golfing in fl again  while parklandfl grieves",Negative,NA
"21588", -2,"   why do you not stand with americans against nra and the killing of americans at churches and schools",Negative,NA
"21589",  1," doesnt sound like oprah is the one whos insecure ",Positive,NA
"21590",  0,"  lock her upand oprah",Neutral,NA
"21591",  0," the questions made complete sense considering the sexist fool you are",Neutral,NA
"21592", -1," you jealous boo that a  something african american woman has more money than you and you should be jealous she has way more class than you will ever have",Negative,NA
"21593", -1," fraud",Negative,NA
"21594",  2," you must punish russia for interference in the  election or you will not win again  you are president and you are not holding russia accountable what happened to the very strong sanctions that both senate and congress passed and you signed",Positive,NA
"21595",  4," this is why i like the president he is not afraid to express his true feelings good for you mr president that lady is over rated i perfer the sincerity of the president instead of the hypocrisy of others ",Positive,NA
"21596", -2," reflecting  is the worst president since racist andrew johnson very insecure notmypresident",Negative,NA
"21597", -1," you know  people died in a high school shooting right",Negative,NA
"21598", -3," deep reflection of what a massive piece of shit you are about how you disgrace us with every action about how you decrease our value in the global economy",Negative,NA
"21599",  2," pot meet kettle you little baby you would have ignored what was said on the special if you werent so damn insecure whats the matter didnt your mother hug you enough as a child",Positive,NA
"21600",  2," please focus on important issues an oprah interview is not important in the grand scheme of things",Positive,NA
"21601",  1," the day she supported the kenyan odumbo is the last day i watchedlistened to her",Positive,NA
"21602", -4," insecure  that would be you tweeting up a storm like a man who is guilty of many crimes you are an embarrassment to our nation impeach",Negative,NA
"21603",  2," i did see an interview she gave where she claimed an entire generation of white americans should die to make her happy she does not know god",Positive,NA
"21604",  3," the greatest presidents day celebration will come when you and your band of miscreants are no longer infesting the white house",Positive,NA
"21605",  3," reflective of a time when we could be proud of our president  dont know what thats like now",Positive,NA
"21606",  3," i thank god every day that you are our president  ",Positive,NA
"21607",  2," grow up mr president",Positive,NA
"21608", -2," ya know he didnt make this tweet he didnt put anyone down or attack people",Negative,NA
"21609", -3," you are so dillusionalyou saying oprah is insecure doesnt make it a fact stop your ridiculous propaganda donny",Negative,NA
"21610", -2," take that advicegunsense i am a republicanfamily hunts but we need back ground checks and take away the guns from the mentally ill againdonate the  million the nra gave youlicense for driving and do nails but not to purchase semi automaticsnrabloodmoney",Negative,NA
"21611",  3," she would be exposed as smart articulate selfmade truly compassionate etc",Positive,NA
"21612",  0," whos got your phone ",Neutral,NA
"21613",  8," same to you  we like the way you perform your great accomplishments at such an incredible pace  we are also happy that you have been fully vindicated  congrats mr president",Positive,NA
"21614", -2," oh now you are talking about oprah look who is insecure your a loser",Negative,NA
"21615", -2," u r an illiterate moron",Negative,NA
"21616", -2," may the fleas of a thousand camels infest your combover you freakin loser",Negative,NA
"21617", -1," now oprah why cant you be president for a day kids dying dacca not fixedthe only thing youve been doing is increasing our debt n tweeting",Negative,NA
"21618",  8," thank you mr president may god bless you and keep you and your family safeand thank you for the fantastic job your doingkeep magago trump ",Positive,NA
"21619",  2," just read a very insecure tweet from  is being a presidential twit the only job youre good at growup presidentialtroll",Positive,NA
"21620",  0," well isnt this the pot calling the kettle black",Neutral,NA
"21621", -6," youre a fucking lunatic and an embarrassment to this country  the only good thing coming out of your disastrous and pathetic presidency is that democrats are mobilizing against you and your thug republicans  bluewave",Negative,NA
"21622", -1," youre calling someone else insecure  ",Negative,NA
"21623", -1," uh huh you do the same the last year has been crap because of you thanks for continuing to put my kids and family in danger happy presidents day to all our former potus",Negative,NA
"21624",  5," happy  day friends around the worldmr trumputin you arent a real president so today i celebrate one who was you got russias help and still ended up the worst american president sadyour day will come you appalling troll presidentsday trumputin",Positive,NA
"21625",  0," nevillechamberlaintrump",Neutral,NA
"21626", -1," ill reflect on the other  but not you illegitimate president and liarinchief ",Negative,NA
"21627",  0," if only we had one traitortrump notmypresident",Neutral,NA
"21628", -2,"  reflect on the fact that australia has had gun control laws since   has only had  mass shootings since then  the uk has only had  mass shootings since   gun control saves lives",Negative,NA
"21629", -1," stop wasting our time",Negative,NA
"21630", -2," you need prison",Negative,NA
"21631",  2," oh we will reflect we will reflect back to when ",Positive,NA
"21632",  0," you do know that reflective doesnt mean you should stare at yourself in the mirror all day right",Neutral,NA
"21633",  2," best tweet youve ever done short sweet non partisan theyll make a president out of you yet if theirs time",Positive,NA
"21634", -1," im reflecting on the day of your impeachment",Negative,NA
"21635",  0," so you have time to sit around and watch tv",Neutral,NA
"21636", -1," go screw yourself   bone spur coward ",Negative,NA
"21637", -3," all of you fucktards kissing cheetos ass need to wipe the cheese dust from your lips and teeth",Negative,NA
"21638",  0," abababa ",Neutral,NA
"21639", -1," resign u no good pice of garbage",Negative,NA
"21640", -1," reflective  like how students have to wear flak jackets to school now",Negative,NA
"21641", -1," did you enjoy your supporters screaming at people between admitting that your an idiot",Negative,NA
"21642",  1," trust me weve been reflecting ever since you got into office",Positive,NA
"21643", -1," they are laughing at you their russian idiot  youve been had and so have your lousy kidsmuellertimeiscomingforyou thebiggestloser ",Negative,NA
"21644",  1," chemtrails chemtrails and more chemtrails when will it stop does anybody care seems like both parties want us all dead lets all go to an antilife day rally where we are all inclusive we all must die",Positive,NA
"21645",  1," happy presidents day  we love  miss you please help us impeach ",Positive,NA
"21646",  0," donny its becoming clear that you were the  pound dude in his bed interfering in our election",Neutral,NA
"21647", -1," shes never had a picture with a male porn star and then lied about having a affair and paying them off",Negative,NA
"21648",  2," a year into his presidency trump has proven to be a reflection of the nations darkest political traditions presidentsday presidentsdayreflections ",Positive,NA
"21649",  0," make this presidents day great and resign  maga",Neutral,NA
"21650", -3," you should be exposed naked in  and defeated alone with your lovers vladamir putin and paul ryan collusion traitor  ",Negative,NA
"21651",  0," well be celebrating presidents   is a fraud and deserves nothing less than to spend the rest of his putrid miserable life behind bars",Neutral,NA
"21652",  0," not yet",Neutral,NA
"21653", -1," miss obama",Negative,NA
"21654",  0," she worked hard to get where she isyou connedand soul your soul to russia",Neutral,NA
"21655",  1," like youre afraid putin will expose your pee pee tape",Positive,NA
"21656",  4," happy presidents day mr  history will show you will be one of the greatest  maga",Positive,NA
"21657",  0," how are you going to celebrate presidents day drumble how about trying to be presidential nahtoo much to ask littlehands",Neutral,NA
"21658",  1," that isnt a solution",Positive,NA
"21659",  4," and what exactly should we reflect on maybe that humpty trumpty wasnt the best choice and how we might do better next time",Positive,NA
"21660",  0," getting scared yet you big baby",Neutral,NA
"21661",  3," ladies and gentlemen i give you the president of the united states the kremlin and the vice president donald j trump ",Positive,NA
"21662",  3," im going to spend today like every other day since your inauguration reflecting on how huge of an embarrassment you are to our great nation all while paying respect to the  who came before you those who had good intentions werent racists sexual deviants or traitors",Positive,NA
"21663", -3," you really have gone low with this tweet how can you even dare to link a mass shooting on your watch with your problems with the fbi you are unbelievable",Negative,NA
"21664", -2," and you are does worse than less",Negative,NA
"21665",  0," wwe",Neutral,NA
"21666", -4," it takes a really weak boy to cry on twitter all dang day youre so afraid of mueller that youre probably pissing yourself on an hourly basis now for christs sake shut up",Negative,NA
"21667",  0," you wont be here next year",Neutral,NA
"21668",  2," right back at you mr president",Positive,NA
"21669", -4," you only got elected because you cheated what the help of a hostile foreign bad actor thats not defeating anybody and dont forget you lost the popular vote by over  million just remember treason is still punishable by death in the united states",Negative,NA
"21670",  6," you claim to be an innocent man but you sure as hell dont act like one youre sweating like a whore in a church didnt your big italian friends teach you anything about playing it cool",Positive,NA
"21671",  0," it is every president except trump day  you will never ever ever be deserving  of the title  you are a disgrace to humans all over the world and should be the object of scorn and ridicule every day of your pathetic life",Neutral,NA
"21672",  0," reflective we can only hope youll  reflect on your utter failure to perform your constitutional duties and on how you need to stop being such a shitty president",Neutral,NA
"21673", -2," you are mentally ill a broken human",Negative,NA
"21674",  2," take your own advice mr trump look what a mess you have made its pretty pitiful when even the children whom we are supposed to be caring for have had to take the reins to get you to finally do something good for the safety of the country a sad state of affairs leave go",Positive,NA
"21675",  2,"  f you  your not fit to be called potus your a pox on our country go back under your rock",Positive,NA
"21676", -1," cannot wait to see your portrait up there with kennedy  reagans ",Negative,NA
"21677", -1," reflectsyoure an asshole",Negative,NA
"21678",  0," she would do a much better job then your lazy ass",Neutral,NA
"21679",  0," my thoughts ",Neutral,NA
"21680", -1," worried are you",Negative,NA
"21681",  0," built the wall ",Neutral,NA
"21682",  0," since when did you become ourpresident obamaappreciationday",Neutral,NA
"21683",  0," this one is a serious reflection for you enjoy ",Neutral,NA
"21684", -2," insecure oh lord look in the mirror to see insecure you cant touch her",Negative,NA
"21685",  3," whats stopping you from doing it now  oh thats right the nra check that just cleared  gotcha",Positive,NA
"21686",  1," you cant run for president while is prison don",Positive,NA
"21687",  0," my god you are petty",Neutral,NA
"21688", -1," people are clueless ",Negative,NA
"21689",  0," im reflecting on what a blithering moron you are are you watching the price is right thats about your speed mentally",Neutral,NA
"21690",  1," mueller thats a good think to reflect on today i think",Positive,NA
"21691",  0," wow you say if  if putin himself admitted it you would call it fake news",Neutral,NA
"21692",  0," no we dont ",Neutral,NA
"21693", -3," someone hacked your twitter account no mad angry words you must be playing golf",Negative,NA
"21694", -1," youre so insecure  lol",Negative,NA
"21695",  0," happy presidents day keep fighting the good fight you are exactly what america needs at this very moment thanks for all you do",Neutral,NA
"21696", -2," oopsdonnie must be afraid oprah will runand whip his ass ",Negative,NA
"21697", -3,"  idiot leftist still smoking liberal crack get over it and stop anti american rhetoric ",Negative,NA
"21698", -4," lol donald youre the most insecure dumb ass ever youre tweeting about oprah winfrey lol youre pathetic",Negative,NA
"21699", -1," ill be reflecting on how great of a president obama was and how terrible and embarrassing you have been",Negative,NA
"21700", -1," whats sad is you",Negative,NA
"21701",  0," you are a piece of work blame everyone else and do nothing worst president ever",Neutral,NA
"21702", -1," you are such a disgrace",Negative,NA
"21703", -2," oh no another racist right wing cracker up early from his rat hole",Negative,NA
"21704", -2," ill be reflecting on how reassuring it was to have a  who didnt attack our  and other intel agencies",Negative,NA
"21705", -1," i have reflected you suck ",Negative,NA
"21706",  1," you dont have any friendsget real",Positive,NA
"21707", -1," u mad bro ",Negative,NA
"21708", -2," sounds like  is feeling quite insecure himself  thinks everyone is out to get him the media    now  umm donny oprah has already stated that she is not going to run for election a little paranoid are you    ",Negative,NA
"21709",  2," the big losers are the american people because we have such a despicable person in the white house we need an honorable intelligent honest president who actually works for all of us instead of disparaging others tweeting  golfing you are not that person",Positive,NA
"21710",  0," nobody knows insecure better than you mr amerikka so glad to hear youll be running again this country will revel in seeing your ego shrivel up when you lose",Neutral,NA
"21711",  4," i am reflecting on the  legitimate presidents that we have had and waiting for our next legitimate president is that enough reflecting for you ",Positive,NA
"21712", -6,"   americans died in yrs from foreignborn terrorism  people died in gunrelated violence in the us in  alone  have died from gun violence in the last  years  these figures dont include suicides",Negative,NA
"21713", -1," everything she has accomplished why would  be insecureummm insecure i doubt it",Negative,NA
"21714",  0," someone should tell melania that when she does her bullying speech she needs to hold up your photo as an example of what an out of control bully looks like",Neutral,NA
"21715",  2,"  of our  presidents deserve the recognition",Positive,NA
"21716", -1," what planet are you from  you sound so guilty and shady",Negative,NA
"21717",  0," where do you bury all the people that you throw under the bus",Neutral,NA
"21718",  1," how much did the nra pay you  million",Positive,NA
"21719",  1," are you ever going to enforce the sanctions on russia or has putin already told you no today well reflect on what a great nation we use to be before you became a traitor to the us",Positive,NA
"21720",  1," enjoy the next  years",Positive,NA
"21721",  1," thank you for all you do bestpresidenttrump",Positive,NA
"21722",  1," im reflecting on the fact that we could have had an eloquent thoughtful and intelligent commander in chief but too many americans bought into your lies your fearmongering your bigotry and xenophobiapresidentsday ",Positive,NA
"21723",  1," this is sad trump you cant handle oprah or the truth",Positive,NA
"21724",  1," ill reflect on the idea that we could have had a real president in office now instead of the shitstain that currently occupies the wh",Positive,NA
"21725",  1," well remember all the presidents prior to ur shit show for being way better than u",Positive,NA
"21726",  1," yea donaldmaking america great again",Positive,NA
"21727",  0," you really need to get over thinking none of us have memories of everything youve done and said your base may be willing to believe your thousands of lies and contradictions of your own actions but you cant gaslight the rest of us",Neutral,NA
"21728",  2," the only thing you will expose is your narcissistic ego we will be great again once you and your administration is out of dc",Positive,NA
"21729",  2," theres only one race u enjoy and its mostly made up of nascar fans",Positive,NA
"21730", -2," children died do not make this a propaganda piece you are the one who should be locked up",Negative,NA
"21731",  0," with your track record you would think you actually knew something about incorrect facts even youre ability to spot an incorrect fact is incorrect god its so meta",Neutral,NA
"21732",  1," you have time to tweet about oprah this morning  really parents are planning funerals for their children in florida and oprah is the only thing you could think of to tweet about this morning",Positive,NA
"21733",  0,"  special prosecutor is conducting the russia probe  the killers mental stability is immaterial because you voided obamas order to prohibit the mentally ill to own guns  your party made it legal to for the killer to own an ar  nra grant trained him how to use it",Neutral,NA
"21734", -1," tbh u a bad president u a bum",Negative,NA
"21735",  2," thank you president trump for your sacrifice for our country",Positive,NA
"21736", -2," oh yeah  were reflecting on your incompetence greed and refusal to uphold the oath that presidents take  today presidents day is a day of shame",Negative,NA
"21737",  5," actually she was moderating not interviewing the discussion was by a balanced panel of conservatives and liberals it was one of the best segments ive seen on  minutes in a long while very uplifting reminding us of the importance of respecting those with whom we disagree",Positive,NA
"21738",  1," mr president you get smart and resign before the midterm elections because they are coming for you bruh",Positive,NA
"21739",  3," metal detectors installed in all schools you do not care about our children or loved ones open your eyes you are not doing your job",Positive,NA
"21740", -4," fuck you you insecure orange piece of shit fix your country then fix your fucking hair",Negative,NA
"21741",  0," no no you werent",Neutral,NA
"21742",  0," screw you russian president vladimir putins cockholster buckle up buttercup indictments coming soon for nunes and you",Neutral,NA
"21743", -3," wth are you  or a gossip columnist figure out the gunmental health crisis before trying to take down a national treasure priorities",Negative,NA
"21744",  0," so does this mean you will be ranting on twitter watching fox news maybe a round of golf happy presidents day to those to have earned it only thing you have earned is an orange suit cheetoh mueller is coming for you too",Neutral,NA
"21745",  0," you are notfitforpotus",Neutral,NA
"21746", -1,"    of the us owns half of all the firearms that  have an average of  guns each only   say they ever hunt the other  have them  hunt people",Negative,NA
"21747",  0,"  millions of tax power dollars wasted in an attempt y o bring down president trump maybe the democrats should start focusing on the economy instead of wasting money on someone whos innocent",Neutral,NA
"21748", -2," what companies  lier lier pants on fire",Negative,NA
"21749",  1," the account you retweeted has been suspended like you should be presidentsday fakenews fakepresident ",Positive,NA
"21750", -1," you are just a liddle bully brat yourself",Negative,NA
"21751",  3," have a nice washingtons birthday mr president",Positive,NA
"21752",  0," only presidents  thru  are being acknowledged today",Neutral,NA
"21753",  0," what are you going to reflect on today dotard",Neutral,NA
"21754",  4," i hope you took the day off the american people are so grateful to have a hard working president who loves america ",Positive,NA
"21755",  1," when you get impeached by mueller you will disappear like a russian submarine which is ironic somehow",Positive,NA
"21756", -3," you are very insecure  otherwise you wouldnt be constantly on the attack grow the hell up you are nothing but a bully",Negative,NA
"21757", -1," reflecting on how much damage you have done to the office of the presidency and praying you will be forced out before you damage it beyond repair",Negative,NA
"21758", -1," wait you watched a channel that wasnt fox news are u ok",Negative,NA
"21759",  2," i knew if i kept looking i would find something we agree on  happy presidents day mr socalled president resistance resignnow releasethedemmemo putinspuppet ",Positive,NA
"21760", -2," lets bring this fucker down along with his whole seedy family downwithtrump",Negative,NA
"21761", -4," what are you going to do about gun control spend less time worrying about  and more worrying about now",Negative,NA
"21762", -2," how bout you get your head out of your ass ",Negative,NA
"21763", -1," you wouldnt know a fact from a falsehood have you thought about seeing a doctor about your insecurities donald you are so pitiful",Negative,NA
"21764",  0," kingbabytrump",Neutral,NA
"21765", -2," you can deny it all you wantbut the election was influenced by the russians why dont you get on board and punish the russians",Negative,NA
"21766",  3," we will reflect on all  of our presidents and question how we got here today get back in bed and continue being paranoid you have a reason to be tick tock muellerinvestigation impeachtrumpnow",Positive,NA
"21767", -1," reflectiveyou are kidding right america is the most divisive since the civil war russia has infiltrated our election system  will continuewe have home grown white terrorist killing innocent americans you have cheated on your wife you lie at the drop of a hat us reflective",Negative,NA
"21768",  0," ha hahahaahahahah",Neutral,NA
"21769",  2,"  yes i remember whitewater investigation  k starr  he was supposed to investigate whitewater  ended up investigating presidents sexual affairs thats what happens with these independent counsel investigations no telling where they end up going they dig through everything",Positive,NA
"21770",  0," dont need comma after reflective  but anyway happy presidents day ",Neutral,NA
"21771", -2," boy did you pick the wrong person to attack",Negative,NA
"21772", -2," melania girl get off your ass and take this fools device away come get your man honey we are sick of his shit",Negative,NA
"21773",  0," are you going to reflect on what a shit job youre doing",Neutral,NA
"21774",  2," yes it was  russia wanted you to win and with the help from russia you did",Positive,NA
"21775",  2," all hail king trump i",Positive,NA
"21776",  0," mueller time crookeddonald",Neutral,NA
"21777", -1," the foreign seamstress is making you orange jumpsuit with a  on the back",Negative,NA
"21778",  1," have you ever even been to an nascar race",Positive,NA
"21779",  0," dude dems are winning everything just so we can impeach your fat ass look at a real poll ",Neutral,NA
"21780", -1,"  out of  gunrelated incidents in  they were only used in defence of self others or property  times   in          guns dont protect people they kill  injure",Negative,NA
"21781", -1," yep i know they are especially with feinstein hellary and the rest running around screaming that we were all going to die while the snowflakes sucked their thumbs in their safe zones",Negative,NA
"21782",  5," thank you for making me watch it i thought  was even calm and smart nicely done ",Positive,NA
"21783", -1," you lost me at liddle",Negative,NA
"21784",  0," im sure youre reflecting on how your dumb ass shouldnt have run for president all the nuts who voted for you this is your president you get what you voted for a dummy",Neutral,NA
"21785", -1," due to the frequency of your misleading statements  it doesnt matter what you say",Negative,NA
"21786", -2," happy fake presidents day installed illegitimate fascist chancellor maga presidencyforprofit ",Negative,NA
"21787",  1," shut up and be our president",Positive,NA
"21788",  0," true americans are reflecting upon muelleriscoming for  this presidents day",Neutral,NA
"21789",  2," im sure you will ",Positive,NA
"21790",  5," mr president trump venezuelan citizens are dying without medicine without food in front of an international community without effective actions you should have taken military actions to restore democracy in venezuela do not think about it its time to act",Positive,NA
"21791",  3," keep the word going out  the truth has only some of fox news and you no more professional journalists ",Positive,NA
"21792",  0," you have more important issues to deal with the world is watching how unprofessional and petty you are you need to do your job and stop tweeting ",Neutral,NA
"21793", -4,"   pathetic you donald drumpf is a very very weak man you donald drumpf is so small youre like a minute pebble under a shoe oprah did nothing and because you are unraveling and melting down because the noose is tightening russia sanctions anyone",Negative,NA
