"Sentiment_Score","Tweets","Sentiment_level.score","Sentiment_level.text"
  0," god youre pathetic",Neutral,
 -6," i smell a scared twisted rat you are a pathetic crook the gig will be up very soon  lots of fear in your tweets",Negative,
 -2," keep telling yourself that donnielittlehands the key words were in this indictment  i cant wait to see the rest of them ",Negative,
  0,"  more years od djt  no more",Neutral,
  0," great leadership bro maybe chill with the divisive trolling on twitter and decide that leading the american people to a place of comfort in these tough times is more important than your weird narratives your ego gets in the way of your leadership",Neutral,
  1," you forgot seth rich and benghazi  you wouldve had a rightwing bingo",Positive,
  0," try to forget about all muellers indictments including a section about asset forfeiture or youll never get to sleep",Neutral,
  1," i think mcmaster is smarter than that donny only you mike and sarah are comfortable with that level of blatant and easily disproved bullshit",Positive,
  2," someone slip you sugar free gummy bears tonight so youre having  executive time  earlier then usual",Positive,
  1," thats right stick it in their faces over and over and over bahaha",Positive,
  0," you snivelling weasel you arent fit to run a hamburger franchise much less the usa",Neutral,
  3," scared of what putin will do so you still defend russiabe careful you might start pissing off your nazi friends traitor",Positive,
  1," so he just forgot to mention itasshatpresident liarinchief",Positive,
  2," it would seem trolls will be trolls sir    u man makingamericagreatagain qanon qanonchan ",Positive,
  0," liarinchief  fact you and fredo lied about trump tower meeting fact russians knew you were running in  fact you still refuse to enforce russiansanctions traitortrump trumprussia obstructionofjustice muellertime resisttrump theresistance",Neutral,
 -2," you are a fucking disgrace",Negative,
 -1," hillarys not even half as crooked as your micro penis you giant orange tumor",Negative,
 -3," it couldnt be more obvious that youre scared out of your mind scared little man baby resist impeachtrump collusion",Negative,
  0," you are so screwed and you dont even know it",Neutral,
 -2," no he didnt forget he didnt say it because the russian interference did impact the election trumpcolluded russiansanctionsnow russiagate liarinchief ",Negative,
 -1," oozing fear and desperation i love it",Negative,
  0," go to bed stubby mcdickulous ",Neutral,
 -2," you realize we are all laughing at you dont you you stupid weak combover dolt you have what you have because of treason and mueller is coming for you",Negative,
 -3," you push false narratives that have been debunked you are nervous and scared you are pooping your own pants coward",Negative,
  0," you are so fucking done  if mueller doesnt get you the russian mob will  looking forward to it",Neutral,
  5," giant wins for president trump the last couple of days libs credibility is shot and their political credit score is around a  right now libs now need to stfu and either get onboard with helping america solve its problems or disembark at loserville",Positive,
 -2," he didnt say it because it would be a lie liar worstpresidentever",Negative,
 -2," youre getting so desperate you know your time is coming resign",Negative,
  0," you really should have played golf today",Neutral,
  1," your cia director says your buddy putin is interfering with the midterm elections protect the republic putin puppet cadet bone spur russia first",Positive,
 -1," this is what we all call unstable",Negative,
  1," just stfu already stfu youre a damned charlatan your socalled presidency is a complete disaster like your career as a businessman  not to mention your marriages",Positive,
 -2," oh donald donald the more you try and talk your way out of this the worse it is for you  if you shut your mouth the people wouldnt be ten times more suspicious of you than they already are  this is your big mistake   you are a classic text book case",Negative,
 -1," ill bet hillary also knows what happened to amelia earhart and jimmy hoffa she probably helped rafael cruz assassinate jfk too",Negative,
  0," narcissistic sociopath",Neutral,
  0," remember flynn manafort papadopoulos gates money laundering bank fraud conspiracy soon we can add jared don jr and you to that list",Neutral,
  0," we know from strzokpage emails obama wanted to know everything their doing obama wanted comey to withhold info from pres trump doesnt anyone want to know if leaker comey updated obama after jan   on classifiedcounterintelinvestigation",Neutral,
  0," come on is that you hannity",Neutral,
 -1," getting a bit nervous here arent we",Negative,
 -1," dude you are very very very scared its past cheeseburger time and youre still tweeting take an ambien get a good night sleep and resign tomorrow",Negative,
 -3," scared cant sleep old man no one believes your constant lies and utter contempt for american democracy maybe putin will grant you asylum after you flee in an attempt to avoid prosecution mueller will take you out in cuffs you traitor  trumprussia",Negative,
 -1," you really are the idiot they say you are",Negative,
  2," the collusion has been proven to have been in your favor just shut up you big orange buffoon",Positive,
 -1," ahh still going on about hillary to avoid the real issues",Negative,
 -2," you are crazy resign",Negative,
 -3," you silly traitor resign",Negative,
  0," everyone knows that  is a fake president he lost the popular vote by almost  ",Neutral,
  0,"  mcmaster the globalist minion  ",Neutral,
 -1," you are a five year old  so are you now admitting that its not a hoax are sanctions be implemented  or is tweeting the st priority",Negative,
 -1," you are only making yourself look more guilty",Negative,
  0," trump is insane",Neutral,
  2," oh god just shut up would you",Positive,
  2," this is the top of the rd inning it is still early connecting the legal dots people in the campaign foreign agents actively attacking america within the borders boxed in by your lies and the trail of data and facts you left behind time will tell truth revealed",Positive,
  1," what i remember is that a young man who proudly wore your hat murdered  people the other day  that is what i rember ",Positive,
 -3," distract point blame lie repeat",Negative,
  0," he is not a lyin moron like youczar lyin donny liddle hands",Neutral,
 -3," seriously this behavior has been witnessed by countless courtappointed psychiatrists through decades of case law  understandably selfabsorbed narcisists are unable to see",Negative,
  1," you should drink more tequila would make you more rational",Positive,
 -1," this is all fake news anyway right the russians hoax is made up by democrats so why even tweet or worry",Negative,
 -1," omg will you go to bed already  dont you have a fancy party to attend  do something just get off twitter  so sick of your lies and the garbage that spews from your mouth",Negative,
  1," he forgot  honey maybe he knows something that you dont  you dont read your daily reports  maybe he does",Positive,
  0," i only see your people indicted trump are things feeling kinda stormy in your world",Neutral,
  0," colludernchief",Neutral,
  0," this bitch literally just said emails",Neutral,
  0," man listen its almost midnight go to bed",Neutral,
 -1," stop trying to cover your tracks crookedtrump",Negative,
  2," you sound like you are really losing it this time for the sake of the country please get help",Positive,
  3," spoken like a man secure in his win",Positive,
 -1," ur in top form tonight poor little donnie gets blamed for everything  there are consequences  ur actions  trumprussia trumpcolluded trumptreason traitortrump trumprussiaconspiracy trumpaffair trumpcrimefamily russiansanctionsnow impeachtrump nrabloodmoney",Negative,
  0," mr trump your paranoia is showingagain",Neutral,
 -1," keep grasping donny",Negative,
  1," man that guy he forgets stuff like all the time he even forgot to tell my parents that i did not sneak out to party back in highschool  geethanks mcmaz",Positive,
 -3," you really are loosing it embarrassing ignorant  more sexual scandals coming",Negative,
  0," dirty h gets a free pass   jeff sessions is a pussy",Neutral,
 -2," awww wassa matter whiner no one to talk to no one wants to be around you you mad bro loser illegitimate poser imposter putinpuppet trumprussia",Negative,
  2," remember that time your son your son in law and your campaign manager met with a russian agent in your own building that was fun",Positive,
  3," just like you forgot to tell us that your lawyer paid k to stormy danials to keep her quiet about your affair i guess you didnt want it traced back to you huh just like many other things",Positive,
  0," i dont careyou are supposed to care about our democratic process being threatened not about youwhere is your outragewhere are the sanctionswhere are the damn sanctionswhat are you going to do russia",Neutral,
 -1," hey donnie shark week is on got anybody to watch it with",Negative,
 -3,"  indictments against russians for interfering in the  elections and still donald j traitor refuses to enforce sanctions on russia i wonder why let me guess trumprussia treason conspiracyagainstusa obstructionofjustice kompromat",Negative,
  0," remember the good old days when the yearolds didnt fight back and your threats worked",Neutral,
  0," someone wasnt able to burn that energy off on the golf course today so is up way past his bedtime",Neutral,
  0," not all dems are crooked but the top leaders are sure showing every sign of corrupt",Neutral,
  4," the truth justice and the will to properly deploy it",Positive,
  4," focus on the  shootings in  days and have a strategic plan and implement instead of blabbering about russians and elections get the country back on track first then maybe you can make america great again  keep the focus",Positive,
  1," your election was not legitimate",Positive,
  1," so hes not repeating lines you hand him finally",Positive,
  0," yeah he forgot to say all of that bullshit sure thing noncomposmentispotus",Neutral,
 -1," you are soooo guilty",Negative,
  5," awww weve seen this before from don the con  tell people things they want to hear over and over then they start believing it  nope this isnt a real estate deal  wont work  not this time",Positive,
 -2," in what world are you living in right now  youre trying to create some alternate reality that no one but you is in  you are going to lose you freaking mind when mueller indicts one of your family youre a traitor",Negative,
  0," russialover traitortrump ",Neutral,
  2," he also didnt mention the russians in trump tower you  porn star you  playmate you  access videoshould i go on",Positive,
  0," youre a sociopath ",Neutral,
 -3," you forgot to provide any sources for all these selfserving  excuses you keep tweeting pretty lame to keep bitching about fake news not revealing sources while you just spew any old thought that enters your tiny little brain at will shame on you",Negative,
 -2," go spend time with your wife and kid oh right not good at thatsuch a loser only little kids degrade women what type of man are ua cheating manu know who u are",Negative,
  4," the fact that youre tweeting about this shows how bizarre you are  even if you were right most of the time youre not people look at you like your cray cray  you need to learn this   real quick like",Positive,
 -1," hey remember the school shooting  are we going to do anything",Negative,
  1," america forgot to tell you they want a new president",Positive,
 -4," damn dude you went all in on that one is there any made up scandal you didnt toss out there in your moment of desperation watching your meltdown is fucking awesome ",Negative,
 -1," dear lord where did your babysitters go they need to keep you off twitter you are embarrassing yourself and the nation",Negative,
  1," thats odd he needs to know the truth and speak the truth",Positive,
  0," go to sleep go to sleep just choke to death on that  and go to sleep go to sleep and dont ever wake up making american great again thanks ",Neutral,
 -2," you stupid bastard youll pay for your crimes its only a matter of time i cant wait",Negative,
  0," you know that theres really no way to determine how many people were influenced by the russian propaganda your presidencial win will always be compromised no matter how many times you say thats not the case",Neutral,
  1," mcmaster didnt say anything because he cannot verify that there was no impact on the  election pres moron learn how to read so you dont look like a total fool every time you open your mouth",Positive,
 -1," please resignplease resign",Negative,
 -4," russia interfered in our democracy you cry im innocent kids die you cry im innocent the sad impotent flailings of a cornered dumb animal there are problems in this  world that are bigger than you",Negative,
  1," bots bots everywhere the country is slowly finally becoming woken your games arent going to work much longer",Positive,
  2," im going to go out on a limb here i mean i dont know general mcmaster personally or anything but i think its pretty safe to say that if he meant to say it he would have said it yeah",Positive,
  0," and you cant make him say any of it",Neutral,
 -1," honestly shut the fuck up again you are tweeting straight out lies you are worse than russia you are the most unamerican person in this countrykeep tweeting crazy old man karma and mueller are right behind you mofo ",Negative,
 -2," sad very sad",Negative,
 -1," youre starting to get scared donny",Negative,
  0," tick tock motherfucker",Neutral,
 -2," he didnt forget to say it he didnt say it because its not true thats why the investigation continues where are the punitive russian sanctions",Negative,
 -2," no he didnt forget  its just that for once a member of your administration decided not to lie trumprussia conspiracy obstructiontraitortrump resignnow muelleriscoming",Negative,
 -1," hilary did nothing at all nor is she up  for charges as you are stop deflecting we arent stupid",Negative,
 -2," i was with you when you came down the escalator and announced all this russia nonsense is just that nonsense",Negative,
  1," hahaha give it up already don the con but but but her emails",Positive,
 -1," he didnt forget to say that and you know it",Negative,
 -3," mr president trump the people that respond to your tweets negatively and rude are trolls with no life seriously seconds after you make a statement they bash you so sad its to bad they cant in their small minds realize how much you have gotten done in a short period",Negative,
 -2," fuck you traitor",Negative,
 -1," mcmaster doesnt lie like you walls must closing in dotard you sound awfully rattled",Negative,
 -1," you spelled general mcmaster didnt lie for me wrong  flynn and papadopulous cut plea deals and gates is close to finishing his theyre going to sing like canaries",Negative,
  1," your repettion of this comment is a sign of alzeihmers could you please see a doctor shouldnt be driving if this persist",Positive,
  0," wow dude you really are in panic mode  youre so transparent the whole world can see your guilt",Neutral,
 -1," oh he didnt forget to say that it would just be more slanderous fibbing",Negative,
-10," panicking i seelike the drowning man clutching at a straw you flail around wildly attempting to deflect  distract as you always dothrowing lies and spin hoping to convince confuse  at least distract those feeble minded enough to come to your aida futile ploy sad ",Negative,
  0," consciousness of guilt",Neutral,
  0," mcmaster didnt say it because its not true it was a deliberate omission because he isnt a pathological liar like you",Neutral,
 -3," nah he didnt forget to say it he thinks you are a dope and tillerson thinks you are an fing moron trumprussia obstructionofjustice muellertime",Negative,
 -2," there was an old doonesbury strip back in the nixon years that applies equally well today guilty guilty guilty",Negative,
 -2," please stop this nonsense and at least try to be presidential",Negative,
  2," rep adam schiff was correct about your presidency we would all be better off if you were watching cartoons  ",Positive,
  0," hey dumbass its  get to bed",Neutral,
  0," you really do sound desperate couldnt you think of anything else to throw out there",Neutral,
  2," that is so true president trump when is sessions going to order a special counselorn you need to have do it",Positive,
 -1," he didnt forget anything gen mcmasters is quite capable of speaking for himselfthere is zero evidence of  involvement wrussians dozens of connection wyou family  friendsuranium one was signed off by  government agencies nothing therekeep flailing",Negative,
 -1," asshole",Negative,
 -4," right thats why the indictments and pleas of guilt are coming from your people  not one indictment for hillary youre trying so hard to push peoples opinion in your favor when you are grossly magnifying your guilt just sayin muelleriscomingforyou",Negative,
 -1," the people want you out  your indictment is coming",Negative,
  0," hey   mcmaster was there to say that the russians influenced our election nothing else",Neutral,
 -1," forget all of that tell us about that playboy bunny you banged",Negative,
  0," hey mr apprentance  soon to be  your fired",Neutral,
  0," our you questioning the capabilities and intelligence of a general you appointed  man youll really throw anyone under the bus  youre a coward and a fraud",Neutral,
  3," you sound frightened your fake presidency will allways and forever have an  next to your name the man who could not win the election fair and square deal with it",Positive,
 -1," you are frightened ",Negative,
 -2," the criminal always returns to the scene of the crime",Negative,
 -2," obviously you had too much to drink at your disco party tonight why dont you get melania to change your diaper and put you to bed im sure its going to be a long day for your lazy ass in that golf cart tomorrow",Negative,
  3," u r a money launderer and traitoryou think you will get away because you always haveyou are out of your league",Positive,
 -3," more lies from a traitoryou are guilty of treason it is all spilling out nowyou cannot lie your way out anymoredo you know what the punishment is for treasonsweet dreams donnie sweet dreams",Negative,
 -2," i pray somebody puts you out of your misery your so fucking pathetic ",Negative,
 -3," claims of a witch hunt  hoax is in tatters  feeling guilty much ",Negative,
 -2," go to bed you crazy idiot",Negative,
  0," remember your bankrupted businesses and you scam university that you had to pay back the student tuition fake news again you are used to lose so much that is very pathetic keep blaming other and will see how that will work for you sad",Neutral,
 -4," said the man who is guilty of collusion and conspiracy against the united states to help russia  we can smell your fear",Negative,
 -4," fuck you donny shit for brains leave america for a nonextradition country before mueller puts your sorry ass in adx florence",Negative,
 -2," america watches in horror as you debase the country",Negative,
  1," you are going down  sooner rather than later  good riddance not even objecting to what russia did  come on",Positive,
  0," no projection there at all  wow  hillary lost dude  move on",Neutral,
 -1," its not a witchhunt its a bitch hunt",Negative,
  3," act like a president not a candidate",Positive,
 -2," tired of your languagehow about you cheating on your wife twice playmateoftheyear stormydaniels",Negative,
 -1," what is fatnixon babbling about now",Negative,
 -2," hahahahahaha freaking out just a tad are you going to yell at him loser",Negative,
  0," no he didnt  ask him he knew exactly what he was saying",Neutral,
 -2," orange suits you hahahahahahahahaha you and your greasy spawn are going to prison ",Negative,
 -4," hey moron the russians interfered with our election and helped you to steal the election you occupy the wh nut you are not legitimate  youre a lying fake phony and fraud you lost the popular vote cant wait till nov",Negative,
 -2,"  any issue with potuss continuous grammatical errors or do you just care when it is black athletes who have opinions that dont fit the bs narrative you push",Negative,
 -1," impact cant be determined idiot but let me put it to you this way so a  year old can understand if people cant be swayed by  million a month in commercials and ads then the advertising industry is screwed meuller is coming for you millfromnra wecallbs",Negative,
 -5," shut the fuck up  so very sick of your ugly mouth spewing division in this country  your days in office are numbered between mueller and bluewave",Negative,
 -2," you are sick we all know you stole election period",Negative,
  1," you can feel a mueller closing in on you and your family cant you just imagine the disgrace you will be facing",Positive,
  1," dude that russian influence tilted the election to you seems obvious  nothing from the mueller investigation has ruled that out",Positive,
 -1," dossier has been  percent verified already and the  percent like the golden shower probably are true too as putin holds kompromat over you a russian traitor criminal grifter who will die in prison for your crimes against the nation and the world",Negative,
 -4," legislating this in the court of public opinion is sounding more desperate than roy cohn you are no roy cohnbut you are bitter mean and untrustworthy presidenttraitoruptweettraitoringagain",Negative,
  3,"   no leader in the white house  no leadership in our nation  only big business writing checks with taxpayer dollars  kids being shot in school and you only care about yourself  did you enjoy your photo op in the hospital  that big smile how dare you",Positive,
 -2," he forgot or youre trying to out lies in his mouth",Negative,
  5," we want your meeting with muller on tv maybe ppv so we can build all of those roads and bridges we have no money for or better yet your beautiful wall we wont pay for",Positive,
 -2," stop  just stop or youll dig your hole deeper  no one is talking about the past we are mad because you wont enforce russian sanctions  they have repeatedly proven to be our enemy ",Negative,
 -2,"  would you please stop  lost lives in florida do to a senseless act of violence and youre back to tweeting like a toddler you are truly the worst thing to ever happen to america",Negative,
  4," fire these traitors the people will stand with you be the great white hope you were elected to be",Positive,
  0," general mcmaster chose not to say the rest because he knows it to be untrue asshole",Neutral,
 -1," yeah bro he didnt forget to say that",Negative,
  0," i was wondering when you were going to bring this up it seems that everybody forgot that there were collusion with russia it was just on hillarys side they said no american colluded with russia and thats not true",Neutral,
  0," every single day you are even worse than the one before  impeachtrumpnow",Neutral,
 -3," kids died this week in a massacre and youre rambling about hillarys emails  ",Negative,
 -1," you are a traitor you will end up in jail trumpcrimefamily trumprussia muellerwillgetyou",Negative,
  1," there is another explanation  perhaps gen mcmaster is more truthful than you are",Positive,
  0," hey trump how crooked are you",Neutral,
  2," president trump was elected by we the people of the united states  not russian collusionpoor losers on the left r in denial cant accept that the american people are done being sold to the highest bidder howd nancy pelosibecome a multi millionaire mon her salary",Positive,
  0," oh no he forgot the magic words you are not behaving like someone who thinks they have nothing to worry about",Neutral,
  1," if he forgot to say it why didnt you make him go back and say it why because he wont and cant only mueller knows the truth youre acting and tweeting like a guilty man",Positive,
  1," hes doing a good job catching these fellows spreading all this fake news",Positive,
  0," putin still has your peepeetape",Neutral,
  0," but her emails get some new material ",Neutral,
  0," youre obstructing justice with this tweet",Neutral,
 -1," god you are having a nervous breakdown right before our eyes funny shit",Negative,
  0,"  company ",Neutral,
  1," keep em coming adulterermeuller is building his second act in a three act playjudgementday",Positive,
  0," you are a sicko",Neutral,
  0," collusionconspiracy is very much alivewhy do you think that gates is now working for muellerthey are going to bury you under mountains of obstruction conspiracy and money laundering charges  you will be in court long after you are forced from our whitehouse ",Neutral,
 -2," a little psycho tonight take your meds and leave the world alone",Negative,
  4," donald told me on new years day when i called to wish him happynew year that hed just trademarkedthe phrase make america great againand was definitely going to run rogerstone source bargain ",Positive,
  1," literally just typing out nouns now",Positive,
  1," give us some peacego to bed your wifes not waiting for you but im sure some cheeseburgers are",Positive,
  0," and the list goes on and on whatever happened to the awanbrothers or wasserman  lets do something about it instead of tweeting  lets put the corrupt where they belong thank you for your service maga",Neutral,
 -4," starting to sound s bit desperate you crazy lying corrupt pathetic old man",Negative,
 -4," liar  bigot coward traitor",Negative,
  1," all that has yet to be determined you arent anywhere close to off the hook yet sweet dreams asshole",Positive,
 -3," pot donnie is nearly catatonic with fear you did not look more guilty and desperate than since the fbi started rounding up russians dont worry you will love prison",Negative,
 -1," youre about to crack",Negative,
  0," your freaking out comrade",Neutral,
 -3," he didnt forget shit traitor",Negative,
  2," jeez louise all this russian bots tweeting against you president trump  doing their best to sow their seeds of discourse",Positive,
 -1," two words  illegitimate president",Negative,
 -4," hahahaha dude seriously go to bed nobody with  brain cells believes any of the stupid sht coming out of your mouth youre a scared frightened old man who knows that the hand of justice is about to bitchslap him into infamy",Negative,
  0," did you appoint a general so weak he cant speak for himself",Neutral,
 -2," man am i tired of hearing about russia can we please move on overayearlater",Negative,
  0," dude get some new material god youre pathetic",Neutral,
 -1," your people all know that you did nothing wrong dont let it bother you melania looked absolutely lovely in florida",Negative,
 -1," you sound very nervous maybe you should be the kingdom is crumbling",Negative,
 -2," sit down and shut up already go testify otherwise you sound like a crying little bitch",Negative,
  0," you sound scared how so why come",Neutral,
  1," shut up just shut the hell up do us all a favor and quit youre a real p o s",Positive,
  1," youve made such a god damn fool of yourself that its to the point where most of your own base doesnt even buy your phoney propaganda anymore its beyond obvious youre in way over your orange head resign and let people with functioning brains make america great again",Positive,
 -2," he didnt forget shit youre unhinged",Negative,
 -3," you sound more guilty with every tweet why dont you stand up and fight for america  obviously something big to hide  make trump great it is all about you  unpatriotic we need a president that will fight for america your blame game  and lack of action are treasonous",Negative,
  3," why do you have to tweet about all these conspiracy theories which have been proven to be false especially after yesterday the russians hacked our elections therefore your not the legitimate president you will be impeached for your treasonous crimes",Positive,
 -1,"  want chaos in america as do the russias  ",Negative,
 -2," damn youre embarrassing",Negative,
  0," you do know they can see your tweets",Neutral,
  0," trumprussiacollusion obstructionofjustice moneylaundering indictments fakepresident failingpresidency",Neutral,
  1," your not real ",Positive,
  0," why do you capitalize emails",Neutral,
  2," i dont think he forgot anything  hes just acknowledging the facts",Positive,
  0," liarinchief lyingpence lyingsessions lyingkushner lyingbannon lyingspicer lyingflynn lyingflynnjr lyingivanka lyingeric lyingdonjr lyingjohnkelly lyingprice lyingscaramucci lyingichan lyingshsanders lyingwilbur lyingryan lyinggorka lyinglewansowski lyingnunes",Neutral,
 -1," you are clearly both desperate and crazy",Negative,
  0," youre fucked up",Neutral,
 -7," blah blah blah i am lying donald trump blah blah blah you are the worst potus ever ",Negative,
  2," youre complicit with russia heres a prime example of your superior intelligence at worklockuptrumps  ourgreatfbi muellerindictments ",Positive,
 -3," youre really a pathetic little bitch",Negative,
 -3," little worried now donnie treason  your tweets are as smart as that combover crap you do with your bald head",Negative,
 -1," you dumb fuck then why are  people that worked for your administration now indicted and turning over evidence it may be true that you may not have willingly colluded with the russians thats only because your family is too stupid to know the difference",Negative,
  0," keep tweeting cupcake keep tweeting ",Neutral,
 -5," oh poor dotard sounds scared so sad that you are incapable of actually understanding what is happening totally unfit to hold office you and your corrupt family and administration must go       ",Negative,
 -1," mcmaster didnt forget anything the russians certainly impacted the  elections only question is whether they changed the final result  so stupid",Negative,
  0," all us public schools are at risk from psychosocial shooters put up walls and metal detectors and get funding from arms manufacturers and big pharma",Neutral,
  0," mueller is closing in",Neutral,
 -1," which is why people from your staff have been indicted and your family is having to go in front of intel hearings so where are those sanctions russia attacked the us in case you forgot youre suppose to be proamerica",Negative,
 -1," tic fucking toc",Negative,
  0," still pushing the debunked uranium story you sir are scum",Neutral,
  0," your only problem is the central banksters the rothchilds do not approve your election take media out of their claws schools courts",Neutral,
 -1," lol youre panicking and we love it when you do youre like a crying middle school girl who realizes everyone hates them we do the world does dont worry putin and your porn star girlfriend still loves you",Negative,
  3," oh yeah also he forgot to say you have giant hands actually accomplished something in  have all your own natural hair and definitely are not a chronic philanderer  just plum forgot",Positive,
 -1," your desperation wreaks walls are suffocating you enjoy your freedom while it lasts muelleriscoming muellerindictments gatesflipped",Negative,
 -2," the only thing dirty in that dossier is the pee pee tape you porn star bribing burnt steak eating traitor to our country quit while you still have time and move to the ecuadorian embassy with the albino rapist im not sure putin will have much use for you soon",Negative,
 -3," he did not forget to say it he does not believe it and did not want to lie on trumps behalf trump is a liar and an embarrassment to our nation",Negative,
 -2," and yet youre the one who refuses to impose the sanctions on russia ",Negative,
 -2," youre like a monomaniac on the stupid crooked h thing  what a loser you are",Negative,
  2," good lord  trump must be on the phone with hannity and tweeting at the same time",Positive,
 -1,"  mr president  you have not said a word about the indictment friday which lays out a detailed well financed russian attack on our electoral system you sir are a coward and utterly undeserving of the office you hold personally i cannot wait to see you impeached",Negative,
 -1," please melania smother this motherfucker in his sleep let him choke on a cheeseburger in his sleep please save us",Negative,
 -2," you better watch it youre losing it every time you start this rant you look more and more guilty",Negative,
  1," podesta sure disappeared all of a sudden he is hoping out of sight out mind he has alot to hide from",Positive,
 -1," you forgot to tell your wife how many times you cheated on herfakepresident cheatingpresidentcadetbonespurs shitholepresident",Negative,
  0," go to bed ",Neutral,
 -1," trumprussiacollusion trumpisatraitor lockhimup trumptreason trumplies impeachtrumpnow fucktrump resignnow trumpisamoron notmypresident fakepresident muelleriscoming corruption ",Negative,
  1," focus on this non collusion situation that is about trump move on from parkland nra ",Positive,
 -1," desperationfrom fake president traitor",Negative,
  1," clearly you didnt read the indictment if you can read by  defendants and their coconspirators used their fictitious online personas to support bernie sanders and thencandidate donald trump",Positive,
 -1," you have the nerve to call someone crooked bitch do you remember your life story",Negative,
  1," you have to clean housemcmaster undermined  todaythese russians were nothing compared to chinese spys operating inside usasessions has to gorod rosenstein has to go mueller has to gowray has to gomcmaster is not to be trusted",Positive,
 -1," he didnt forget to say it he knew it wasnt true",Negative,
  2," wow you are officially on a rager this will be laughed about for years to come",Positive,
  1," just keep telling yourself that ",Positive,
  0," intervenomilitarj  in brazil  ",Neutral,
 -2," this is how guilty people act you fucking twit",Negative,
  2," general mcmaster reported the facts not your fantasies",Positive,
  0," same shit comes out your mouth in all your tweets the more you try to prove youre innocent the more you show how guilty you are",Neutral,
  0," fire mcmaster please",Neutral,
  0," how are those russian sanctions coming ",Neutral,
 -3," desperate trump is my favoritetick tock until mueller compels your sworn testimonyrot in federal prison you treasonous incompetent buffoonhistory will remember you as americas regretful drunk text",Negative,
  0," why speak for somebody else if he didnt say it he didnt say it",Neutral,
 -3," pathetic  is he part of the deep state now too  youre the only hoax",Negative,
 -2," the collusion was between the russians and the trump organization you are a common crook you liecheatsteal and bribe u r scum",Negative,
 -1," take your old ass to bed blotus",Negative,
  1," president trump dont let them forget all those bad things because they will please see that these people are prosecuted and clean out our government",Positive,
 -3," you are such a mess donald if anyone believes youre not guilty they are as stupid as you",Negative,
  0," maybe theyll let you call it trumpcellblock at leavenworth winteriscomingdonaldtrump ",Neutral,
  1," youre pretty clearly melting down here sir and youre doing it with the whole world watching have you no shame at all",Positive,
 -1," you moronic fucktoad",Negative,
 -1," why arent you busy running the country",Negative,
  3," please just shut the f up  get over the election and hillary  and stay focused what should be important  what is going on in america under your watch or have you already forgotten these innocent victims in florida  wasnt that the reason for going there",Positive,
 -1," potus piece of total useless shit congrats on denigrating the office to this despicable level king midas",Negative,
  0," you are such a sick puppy omg trumprussiacollusion",Neutral,
  2," he forgot to say this or  are you completely changing his statement to fit your personal delusions",Positive,
  0," clintonrussian collusion alive and well  omitted by the msm to push a lie ",Neutral,
 -6," mr president please listen  shut your fucking filthy mouth you just used the death of  innocents to shield your treason go to hell fucking bastard you literally make me sick",Negative,
 -2," and dont forget that the lying fakenews media also extends to  at ",Negative,
  1," then impose those russian sanctions you need to prove that russia doesnt hold something over you youre not acting like it who are you protecting",Positive,
 -4," late night meltdown donny  mullers getting closer getting that funny feeling in the bottom of your stomach better yet is your ass tingling  if not it will be shortly when youre in prison",Negative,
  0," delusional  man shouts at sky",Neutral,
 -3," you cant brainwash everyone with the  that comes out your compulsive lying mouth",Negative,
  1," president trump we know there is no collusion mueller is wasting our taxpayers money maga ",Positive,
  1," its also sweet that you think abt  constantly",Positive,
  0," boob",Neutral,
  1," let the general say it",Positive,
  0," dude  you are so screwed keep tweeting it keeps giving us all the info we need like the lie about when you said you decided to run for president and that in  you registered maga",Neutral,
  1," you are the worst president i hope you see this the worstalso your wife yelled at you",Positive,
 -2,"  skippy crookedhillary leakercomey ericholder lynch dirtysusan shiftyeye dws dnccnn jaketapper rachelmaddow obamas indict grandjury ",Negative,
 -1," caveatthe chinese communist party is by far the most cunning the most treacherous and the most evil political group on earththey condone the influx of fentanyl into the united states and poison the people this is a warthe ccp is becoming like a nazi ",Negative,
 -5," i subscribed to your a twitter and have read your garbage silently for a year i get why you tweet the way you do youre a con a liar probably a murderer and definitely a cheater may america forget you",Negative,
 -2," he didnt forget he didnt say that because its not true you are an illegitimate president everyone knows you really lost youre only there because of the russians",Negative,
  4," you and your family will hopefully be guilty of working with the russians over many years including money laundering working to corrupt an american election and being traitors",Positive,
 -2," meanwhile children are dying meanwhile children are dying",Negative,
  4," do you even think before you speak or tweet do america a favor and go back to staring at an eclipse getting lost when deplaning criticizing women for giving birth at full term  smiling why standing with mourners in parkland dumbestpresidentinhistory dumbestpersononearth",Positive,
 -9," he didnt forget to say it he knows its not true and he doesnt want to lie for you and go down with you you got away w so much your entire life  money laundering fraud tax evasion bribery corruption lying  that you thought you could get away w treason too nope",Negative,
  0," why do you love russia and hate america  ps  go to bed old man",Neutral,
  3," time will tell donnie  time will tell  sleep well",Positive,
 -2," you stole it  you cheat ",Negative,
  1," a trump campaign official said they targeted specific groups of clinton backers w negative ads on social media to lower democratic turnout if it wasnt effective in getting you elected why would you do this and btw russians did that for you too",Positive,
 -3," nobody is as crooked as you and your corrupt tax payer money wasting administration and frolicking around with women other than your wife sadtrump",Negative,
  0," looksquirrel",Neutral,
  0," our president is an idiot",Neutral,
  0," forgot bah ha   yup he forgot",Neutral,
 -2," u r a lying sicko dear god have u no decency at all u truly r a disgrace to this country may karma be your enemy u r a coward for not visiting the families of the victims in the shooting u r not capable of empathy sick sick man",Negative,
