Sentiment_Score,Tweets,Sentiment_level.score
3, youre a racist how do you fix your facefingers to even say that lets see who not in politics have you attacked lavar ball colin kapernick jayz  really lavar ball hes a piece of excrement just like you you two should be best of friends,Positive
0, coming from you donny it means nothing  ,Neutral
-2, renewed discrimination chargethe department of justiceaccuses the trumpsof continuing to discriminate in spite of their settlement,Negative
-2, you turn any room you enter into a den of lies and deceit,Negative
1, like fredrick douglas is he visiting you again,Positive
-1, what  youre well known for being a racist pig ,Negative
0, your hypocropcy is showing you might want to tuck that inyou dont fool anyone,Neutral
1, for a moment i thought its an announcement to construct a wall between africa and america ,Positive
-1, once more unmaskaring fakenews against keep party of course liberal party d will search how ending to keeps r so they only want personalwin miswatching if are hurting more people with today new philosophy beggin only not into unites states around the world too,Negative
1, whoa clearly a racist at work  down with the media,Positive
-1, how is stormy doing ,Negative
2, thats mighty white of you,Positive
2, hey um     are you celebrating the same africanamericans that came from that shithole africa just asking you do know they are black omg and not norwegian right asswipe ,Positive
2, mlk was wonderful but the rest of those guys crashed and burned after he died mlk was a great man with vision on how to help black people help themselves,Positive
2, thank you mr president for all hard work you doing for our country,Positive
0, hypocritesarent they sons of bitches,Neutral
-2, an africanamerican history month proclamation coming from you is the epitome of irony not to mention the height of egotistical hubris,Negative
0, doj settlementthe trumps settlewith the department of justice over housing discrimination charges agreeing to meet certain standards while not admitting any wrongdoing,Neutral
2, also you personally made millions of dollars kicking poor black people out of their homes in the s so my question is im what way were you inspired by the civil rights movement ,Positive
2, disclaimer trump didnt write this tweet  one of his staffers took his phone away from him when she saw him typing the word nig and wrote it herself,Positive
1, you know you dont believe that i know you dont believe that but most importantly your base understands you dont believe it allhailtrump maga   paulryan   ,Positive
0, who has your phone this time,Neutral
-5, mr president please dont find the  billion a year of chemtrails it is making everything contaminated and killing all kinds of bugs we need this year i counted one june bug  it was dead  please stop them from littering our country             thx camino randy,Negative
-1, treasonous dotard,Negative
0, in twelve languages                was jesus a christian or a muslim balleghnialislam,Neutral
-4, from you these words are meaningless actions speak louder than words trumptheloser failingpresident,Negative
3, as if you could name  civil rights hero without using google,Positive
-1, the ugly faces of trump hatred ,Negative
1, another resignation  more like well oiled exit door ,Positive
1, discrimination chargedonald and fred trump areaccused of violating the fair housing actby discriminating against potential minority renters they insist they are innocent and fight the sweeping charges,Positive
2, thank you   i will vote for you in ,Positive
0, name a few if you can donald,Neutral
6, a leader of the virginia kkk who is backing trump told a local tv reporter earlier this month the reason a lot of klan members like donald trump is because a lot of what he believes we believe in,Positive
0, dont forget to wish stormy a happy v day,Neutral
-4, you have done so hate crime against afro american has increased  you are a true hypocrite,Negative
0, who wrote your tweet,Neutral
-1, we all know  is lying trumpisawhitesupremacist trumpisaracist ,Negative
-1,  your entire cabinet is inept and unfit to be in the white house you hand picked a group of idiots ,Negative
0, dont do it please not number do you,Neutral
-4, im so confused are you confused why do you keep confusing us confused is a nice word im using it instead of calling you a liar and hypocrite remember when you put down the african american football players who didnt stand for the anthem sons of bitches ring a bell,Negative
5, we strongly appreciate your constant hard work for our country and all of our fellow american people  thank you,Positive
1, hello donald trump haver you to day ,Positive
1, i see you forgot to invite frederick douglass to the event,Positive
1, the hicks and goobers are fond of talking about the discredited steele dossier but recall that nothing in the steele dossier has ever been discredited in fact the fbi has said that it corroborates what they already knew,Positive
0, americans or africans one or the other,Neutral
-1, you cant hide behind false words ,Negative
3,  what a lovely gesture recognising the contribution of  and obamacare and how it make american society more inclusive,Positive
-1, whose thoughts  certainly not yours nor anyone in your pathetic administration,Negative
0, trumpsdestroyingamerica trumpswamp ,Neutral
0, how about those russia sanctions ,Neutral
-1,  you speak of african americans like they are not part of america you trying not to be racist always backfires,Negative
0, no way he wrote this  he could not even spell the words,Neutral
0, gfy don you are a fking racist,Neutral
-1, terrible about freddie douglass dying he didnt get to experience your heartfelt statements,Negative
-1, if anything ruins even the most beautiful words its them being rattled off without feeling off a teleprompter qed,Negative
-1,  pleeeease you lie to yourself the same way you lie to us weve all seen the pic of you with mom and dad in full kkk regalia,Negative
2, inspired you to be an abuser and to prop up abusers maga is this  ,Positive
2, only time he will let african americans  into the white house,Positive
1, when will you try to stop russia from screwing with our elections we already know you liked to get pissed on you dont have to let putin blackmail you anymore,Positive
0, we know you didnt write this,Neutral
0, u forgot to add that ur doing everything in ur power to undo all their gains,Neutral
1, who wrote that our moron in chief certainly isnt capable of even a coherent sentence,Positive
-2, no caps no derision no campaigning not you,Negative
8, if you really want to celebrate the civil rights movement visit my fathers website for a great portrait gallery celebrating many wellknown and not so wellknown civil rights heroes  lestweforget roberttempleton,Positive
1, yeah no trump you didnt write that,Positive
-2, its ironic to hear you speak about civil rights and africanamericans out of the  women who have accused you of sexual misconduct not one black have you ever molested even one black woman,Negative
3, thankyou djt a president who dares to use the word god,Positive
-1, who wrote this everyone knows you cant spell half of these words,Negative
5, trump sidestepped opportunities to renounce white nationalist and former kkk leader david duke who told his radio audience last week that voting for any candidate other than trump is really treason to your heritage,Positive
-3, you hypocritical jerk  would these be the families you wouldnt rent to or would they be the trades you stiffed in payment or maybe those who have contributed greatly but came from shithole countries shutyourstupidmouth,Negative
1, melania looks like she would rather be anywhere but next to you  the poor immigrant wife of yours looks like she wants to burst into tears,Positive
0, a grown up got trumps phone again,Neutral
-1, so now feb  is both black history month and african american history month just for  im confused,Negative
2,  interesting you waited until halfway through blackhistorymonth to tweet this would have been more timely had you tweeted this along with a denunciation of white supremacists right after charlottesville justsaying ,Positive
-1, does anyone else find it strange that trump is making a presidential declaration dedicating february as black history month hasnt it been that for decades at least he gave recognition  way through february did frederick douglass remind him,Negative
-3, when does national white american history month start were tired of the institutionalized racism that is destroying an entire race  fight whitegenocide,Negative
-1, oh please stop it with your lies,Negative
2, nice tweeting hope hicks,Positive
1, mel looks happy,Positive
0, no way did trump write this  no random capitalization too many big words and no slams at democrats obama or hrc,Neutral
-5, what a raging racist misogynistic heap of bullshit youre laughable and youve turned america into a laughingstock,Negative
0, trump you are a flip flop er you say one thing one day and conderdict your self the next day how do you live with your self very sadyour a sad man,Neutral
0, traitortrump ,Neutral
-4, after all of the hateful things you have said and done your words now are hollow and have no meaning  resign ,Negative
2, but you support nazis as very fine people,Positive
1, where is your out rage on cabinet secretaries using our tax money to travel about on government funds where is your anger on my money being spent like this aint your because you dont paybtaces thanks to an obedient gop giving donors  billionaires billions this goes for u ,Positive
0, you are faking you detest africans wholeheartedly,Neutral
2, who r u and what have you done with the real donald trump,Positive
0, whos tweeting for you it certainly isnt you ,Neutral
-1, tax returns please,Negative
-1, you obviously did not write this,Negative
1, omg stop it you just made me throw up in my mouth  habitual liar  you dont give a shit about civil rights,Positive
0, my god you are a hypocrite,Neutral
1, it will be a make america great when you trumps end up in jail,Positive
0,  hard labor quote,Neutral
2, god love you,Positive
0, trumpisabigot ,Neutral
2,  days in timely i dont even know why they pretend you like you,Positive
0, trumpsexprobe trumppedo trumprapist  ,Neutral
1, trump ,Positive
1, what a load of crap its well known that you dont like african americans,Positive
-1, this is how my cat feels about your lying tweets ,Negative
0, yep they invented peanut butter,Neutral
2, world is one  spread peace for that the body will vanish one day america usa,Positive
0, yes all heroes africans americans and all heroes of the world,Neutral
1, hey libs fyi watch this clip since your favorite stations cnn and msnbc refused to air it live yesterday,Positive
0, stfu u dont care about the black culture history or americans dotard,Neutral
3, so african americansnot anglo americans got it just trying to adjust my glasses for what im supposed to be seeing anglo is sheriffs and african is contributors to civil rights funny how that vision eerily resembles selma or maybe its just my damned glasses,Positive
0, your mom gay,Neutral
-2, sacrifice what ever you had to sacrifice,Negative
0, how do your buddies in the klan like your saying stuff like this hypocrite liar,Neutral
-3, your words are hollow and meaningless,Negative
1, black guys counting my money i hate it odonnell recalled trump saying the only kind of people i want counting my money are short guys that wear yarmulkes every day,Positive
0, thanks racistinchief worstpresidentever,Neutral
-1, casual racism,Negative
0, whens kwanzaa day at the whit house,Neutral
-2, i know you are acting  your actions speak so louder than your words,Negative
-3, you support white supremacists pardoned a racist called for the death penalty of  exhonorated black men busted for racist leasing practices stfu white man,Negative
-1, said our racist potus,Negative
0, apologize for the central park  you giant fraud,Neutral
0, trump disparaged his black casino employees as lazy in vividly bigoted terms according to a  book by john odonnell a former president of trump plaza hotel and casinoand isnt it funny ive got black accountants at trump castle and trump plaza,Neutral
-1, i look forward to seeing you in prison you little cupcake,Negative
-1, thanks to your lawyer we know you banged   best  you ever spent,Negative
0,     ,Neutral
0, knowing the people you run with these comments seem surprising yet hollow,Neutral
-2, do you ever say anything that isnt utter bull shit you are as phony as a  dollar bill and just as useless,Negative
1, how about an apology to the central park five that would be a start for you,Positive
-2, this must have killed you on the inside  oh wait  no one love african americans more than you  you make my skin crawl ,Negative
6, any blacks taking advantage of your one big happy family facade regardless of any potential altruistic attitudes are no better than trump,Positive
2, but as for those from the shithole countries fuck off  donnie grand wizard trump,Positive
0, it is getting old  ,Neutral
3, you think this short of a speech you could have spoke from the heart and not a monitor but then again im sure people thought that you would mess that up best stick to the script,Positive
1, you support racist stop and frisk police tactics you publicly condemn peaceful protests against murder of unarmed black civilians by police youre currently working to gut the snap program you appointed an openly racist attorney general ,Positive
1, definition of hypocrit   recognizing civil rights leaders when he is such a racist,Positive
0, proclamationyoure a buffoon,Neutral
4, trump breaks promises to americans trump has released his  budget and it proposes  trillion in cuts to social security medicare medicaid food stamps student loans and so much more,Positive
2, they should not have showed up to this ceremony  my guess is most if not all that attended dont support or much care for trump  he certainly hasnt shown much concern or care for african americans  its wh ceremonies like this that are phony,Positive
0, hopeyoudie,Neutral
0, bahahahaha come on man why dont you just slap all of them in the face id believe that,Neutral
0, alwaysbefakeprez resistandimpeach ,Neutral
0, remember the terror attack in charlottesville those were your very fine people who yelled out hate speech and hurt peaceful protesters before the car ramming dotard and you dont even show sympathy for all the communities that were affected,Neutral
-1, trumppracticing racism since ,Negative
-2, does this mean you want black people to be your valentines,Negative
0, she looks pissed off and he looks constipated,Neutral
3, what if the mexicans use a tnt cannon to blast through the wall will you build it out of obsidian and bedrock and build it to world height or what if they use creative mode,Positive
-1, nice attempt but no one believes you  everyone knows youre a racist  now on to other news  looks like your handling of the porter domestic violence scandal is going to be investigated by congress,Negative
-2, go suck it traitor,Negative
-2, i just watched the you tube video on the russian oligarchs holy shit paul manafort is screwed i hope he knows loose lips sink ships or snitches get stitches for your case tick tock tick tock mueller is coming for ya,Negative
0,  piss off trumpisawhitesupremacist ,Neutral
-1, another one of your men misusing vet funds disgraceful draftdodger ,Negative
-1, your a racist pig  what do you even care abut black history month  just shut you disgusting mouth and have a diet coke leave the real americans in peace loser fakepresident racistpig  ps there is no way you actually tweeted that far to concise for your th grade mind,Negative
0, trump and lets not forget that guy frederick douglass the guy who is getting recognized more and more,Neutral
0, youre kidding rite,Neutral
-3, sit down you racist misogynist pig,Negative
0, is  united nations called  shithole comments  racist ,Neutral
0, alertthedaycarestaff,Neutral
2, just sayinthis orange one isnt working outoink oink ,Positive
1, who wrote this for you  certainly doesnt sound like something you would ever say based on your history of racial discrimination in your apartment buildings another trump lie,Positive
1, melania looks pissed i wonder why,Positive
0, clean the wh swamp ,Neutral
-2,  blacks have the lowest unemployment in history during the first year of the potus administration he asked to give him a chance what do they have to lose action versus vague promises equals results,Negative
4, oh welcome leader of the free oceani appreciate youve got your cellphone backand line always greets from ,Positive
0, translation some of you blacks are ok,Neutral
-1, k stormy mike cohen,Negative
3, we come together for very little these days you have seen to that you are not part of the country i know and love nor are you part of the awesome people who live here you absolutely do not represent what is good in america just what is still ugly go away,Positive
0, someone has your phone account again impeachthefalse shutthefakerinthewhup,Neutral
1, please god make him stop,Positive
0, beautifulblackhistorymonth blackhistorymonth happyvalentinesday,Neutral
2, you can always tell when  didnt write a particular tweet they sound like an adult wrote it as opposed to a fourth grader not to mention he would never bother writing about africanamericans or civil rights,Positive
0, we need a month to celebrate all people not a particular race,Neutral
0, you know nothing about courage or sacrifice and youre certainly dont have the knowledge or integrity to proclaim anything about black history  impeach,Neutral
3, lol this didnt even come from him nice work  you boot licker,Positive
0, putinpuppet nocredibility ,Neutral
-1, does that include those who continue to fight against your racist administration,Negative
0, what a hypocritical joke you are nazissome fine people you have always been a racist your history and actions prove it trumpisaracist,Neutral
1, name one contribution dirty donny just oneclueless shithead,Positive
0, who believes this part about africanamericans ,Neutral
2,  you sign any bill giving amnesty to illegals or daca you are finished  i have supported  you from day one if you think you wont lose your base you are kidding yourself  noammnesty nochainmigration nodacadeal,Positive
-1, hypocrisy hypocrisylive hypocriticaltrump,Negative
0,                        ,Neutral
3,  lets see what happens but im starting to sense a shift from the lockandstep democrat loyalty to a much more competitive voting field when it comes to africanamerican voters,Positive
0, no valentine from the wife ehh,Neutral
0, fck you nazi ,Neutral
1, do you remember saying that  recentimmigrants from haiti all have aidsand that  nigerians once seeing the united states would never go back to their huts in africa,Positive
0, nice of you to proclaim something that is already in existence would you please do something about the outrageously overwhelming police brutality towards black americans,Neutral
2, great work,Positive
-1, this is clear hypocrisy trump ur game is up wait for ,Negative
0, after you call black nfl players sobs and treat immigrants an any one with colored skin other then white so horribly i hope you choke on the words you now tweet that that you have never felt in your heart just a bunch of words u say in hopes of keeping voters,Neutral
1, no amnesty,Positive
0,  just dont kneel in protest of police brutality towards african americans during a football game,Neutral
1, youre try to be good,Positive
-1, keep fighting for all the american peoplejobsjobsjobsindependents for potus,Negative
0, im sure someone else wrote this cadet bone spurs as it would have killed you to write it,Neutral
-2, babe you just need to be yourself quit hiding behind this mask just be everyones estranged racist uncle we all know it its time to come out,Negative
2, the stormy daniels pay off is more than just a gross pervert paying hush  the lawyer didnt admit anything for the fun of ittheres an investugation that will show donald paid her with campain funds lets bet on itjust  more lie  more felonous action by the orange clown,Positive
-3, get lost you bigot racist hypocrite go play with your fine kkknazifriends,Negative
-4, no one with half a brain believes youyou are a liar and a bigot resign traitor,Negative
3, good lord your comment section is full of absolute mindfucked retards mr president,Positive
-2, que all the angry antitrump goofballs claiming hes still racist ,Negative
-1, yours is an administration that condones and promotes sexual and physical assault on women sexualpredatortrump ,Negative
0, i like to know why any afroamerican showed up to this luncheon thats the shame of it i wouldnt have showed up at all,Neutral
1, oh this should be good ,Positive
-1, what about the droid attack on the wookies,Negative
-1, thanks for once again showing you know nothing about anything and are a true hypocrite,Negative
-4, oh please we all know your a racist your not fooling anyone with your tweets about coming together i guess you forgot your recent description of african countries as shit holes impeachment impeach,Negative
-2, obviously you didnt notice they were  black people,Negative
-3, oh i bet you hate this month so much sorry to see your womens  hockey team loss to the usa,Negative
-5, the only thing worse than a racist saying racist things is a racist trying to be decent with hypocritical bullshit like this,Negative
0, come on,Neutral
1, something funky with the term more free  slaves were not free hence cannot become more free please do not undermine that ever you need a new speech writer,Positive
0, trump burning country,Neutral
1, lmao right says the pos that took out a full page ad against the central park ,Positive
-1, what contributions mr president destruction of our once beautiful cities high crime rates high dependence on welfare system very low rates of literacy very high rates of illegitimacy,Negative
-1, i have never seen anyone as fake as you,Negative
0, nice sentiments but theyre empty words so long as policy ensures that people face hurdles every day merely because of the colour of their skin its shameless and completely transparent when youre personally helping sow the seeds of division and ignorance,Neutral
0, lol no way he wrote that,Neutral
-1, u can tell ur wife is so unhappy and u r so pathetic happy v day lol tell stormy u love her ,Negative
-1, how far do you have to scroll down to get past the trolls,Negative
-2, intelligence agencies are warning that the russians are attacking our elections and you are refusing to protect this country this is treason,Negative
1, i like black music anyone remember brick house ,Positive
-1, nice sentiment  to bad you dont mean it who wrote these big words  for you,Negative
0, and like everything else you say we know you really mean it thanks,Neutral
1,  start with president barack obama,Positive
-1, lol bitch please   jesustoldmetosaythat,Negative
2, i have to say for sure he didnt even write this tweetwe have already known his style by now ,Positive
3, like your extraordinary central park  the nfl sons of bitches the congresswoman you beratedyou know people of color you come to know and love   ,Positive
-2, you have no right to be talking about this subject you piece of shit racist,Negative
-1, oh you mean people from shithole countries,Negative
1, yes lets celebrate  the extraordinary contributions of africanamericans to our nation many of which you have spent the last year undoing,Positive
3, trueleadership  thank you president trump ,Positive
0, fact trumpisawhitesupremacist,Neutral
3, have a nice day  stormy daniels tells friends shes free to talk after michael cohen breached their contract report  ,Positive
-2, this seems quite hypocritical coming from a racist like yourself deplorable,Negative
0, i see someone else is writing for you again,Neutral
0, do you mean obama as well ,Neutral
-1, lies and bs coming from president shithole,Negative
-1, you have been so pwnd by  and   sad president fail,Negative
1, and u and ur father were the worst offerers of civil rights u r aracistbigot ,Positive
1,  out of the bluechrist is an palestinian jewish friend from mehappy thoughts,Positive
-2, everyones deserting you or theyreresigning in shame its really sadsoon youll be the only one in thewhitehouse other than the hired  help poor lonely donnyboy trumptreason,Negative
3, the president doesnt speak that way so nice work to whoever wrote this,Positive
1, this is real,Positive
-1, you are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racistyou are a racist,Negative
0, says the racist pig  of course someone else wrote this since its above rd grade level grammar,Neutral
2, have you or melania said happy valentines day to each other yet  barack and michelle have just saying,Positive
3, great presidential tweet  want to get fakenews buzzing  you could just head down the street and find john lewis  you could thank him in person for his courage and sacrifice for the cause of civil rights  thatd be noteworthy,Positive
6, trumps attorney now says he paid stormy daniels the k hush money out of his own pocket without telling trump this protects trump from campaign contribution violations but it is illegal for the attorney to do this without consulting trump ,Positive
-1, you know youd have them shot if you could,Negative
4, i love this tweet it shows another side of president trump he is not as bad as people make him out to be he just knows his position and what it means to be a human being with flaus and a tough job,Positive
0, hey can your lawyer pay off my call girl before my wife finds out,Neutral
-1, zap  ,Negative
-1, you are unworthy,Negative
1, you just made the biggest oops ever were not going to get that wall now were not going to end chain migration were not going to replace the aca were not going to get anything else you promised we wont get them because the disabled vote dontmesswithsnap ,Positive
0, bald,Neutral
-3, um a couple things first youre a little late  february is half over second not all black americans are of african heritage third youre a racist but nice try,Negative
0, he didnt write this tweet my sources say a coffeboy wrote it,Neutral
0, happy valentines day cc     resign ,Neutral
-2,  oh the irony fakenews birther racist i remember what you did to ,Negative
1,  why are you standing in front of a muslim prayer curtain,Positive
-1, stfu you embarrassing pos,Negative
3, be careful you might not get greeting cards from david dukes,Positive
0, i also think of this guy,Neutral
-2, yeah an authoritarian and racist administration does tend to shift thinking in that direction,Negative
-2, why do you allow scott pruitt the head of the epa spend lavishly on tax payer dollars   and republicans like   just turn their heads the other way when a dem was in office they shut the government down over spending  now they dont give a shit  sad,Negative
0, keep their names outta your mouth,Neutral
1, are you even able to name some of those heroes you gross phoney,Positive
3, patriotic americans have your mr president q is great ,Positive
-2, youre a birther tweeted fake crime stat memes smearing blacks got sued twice by feds for racist rental rules race baited the central park  attacked a black gold star wife praised kkk torch bearers as fine people and called black countries shitholes ,Negative
1, thank you african americans for blues jazz and rock nroll in particular,Positive
0, so says the racisttryingtohelpafool resignresigntrumptrumpresignresignnowresignorbluetsunamiitsmuellertimeimpeachtrumpimpeachyourefiredtrumplockhimupjrjailedkushnerjailedivankajailedericinstitutionalizedmelaniafreeddancinginstreets,Neutral
-2, pos are you referring to those same civil rights which you were trying to destroy dont be a hypocrite everybody knows youre a racist and a misogynist,Negative
-3, will you deport these two unemployed slovenian communists  what is their immigration status chain migration at its worst  i cant imagine the uproar the trumpsters would have caused if first lady michelle obamas parents were undocumented communists ,Negative
-1, when is hypocrite day,Negative
1, we are made equal by god let other americans know that,Positive
3, straight from the heart of someone else other than trump,Positive
0, seriously thought this was an  tweet  it may as well be,Neutral
-1, you suck,Negative
4, now if only your actions  behavior were in line with this statement as well as your administrations policies so far all we really see is the degradation of immigrants any poc the lgbtq community  women meanwhile white supremacist  wife beaters are praised,Positive
-1, i care so so much for african americans ask sanders i could never be a racist  ,Negative
3, lock liar trump upnow trump has made it released his  budget and it proposes  trillion in cuts to social security medicare medicaid food stamps student loans and so much more,Positive
0, redwave  votered,Neutral
-1, you are such a loser looks like melanie wants to slap for having an affair with that porn star,Negative
0, trumpdoesntcare trumpdoesntcare trumpdoesntcare trumpdoesntcare trumpdoesntcare,Neutral
1, i bet hope wrote this one,Positive
0, if you tweeted this some other liar dictated it to you people who label rental applications by applicant race are by definition racist oh and the food stamp replacement is a mot happening joke because whites are on it in larger numbers than blacks,Neutral
1,  im very excited we need be together really together the collor of the skin dont matter make america great again for all ,Positive
-1, you bigly did not write that propaganda on your behalf,Negative
-1, your father must be spinning in his grave,Negative
1, arent these people from those shit hole countries we are a country of immigrates all americans wish you understood that someone wrote that tweet for you i doubt that you can name one extraordinary contribution of africanamericans,Positive
-1, your disgraceful,Negative
3, wow this almost sounds sincere  who wrote this  its obvious you did not ,Positive
-1, stormy day out there  ,Negative
-2, hypocrite and liar in chief nobody believes a word you say to this day you havent apologized for wrongly insisting that the first african american president wasnt really born in the us shame on you,Negative
-2, his ass is getting as fat as christies,Negative
-2,   are trying to cover what he really is his history of racism is overwhelming  ,Negative
0, you have some very bad people in that group but you also had people that were very fine people on both sidesyou had people in that group that were there to protest the taking down of to them a very very important statue and the renaming of a park from robert e lee  you,Neutral
-1,  they double your countrys crimerates as a minority,Negative
-1, youre only doing this as a photo ope you want to spend millions on a parade while cutting social and cultural organizations minorities and not just for blacks women and low income people of all races will suffer,Negative
0, it disgusts me that we celebrate those who are tearing our country to pieces  that is thier legacy entitlement abuse moaning about this country and destroying property that is nothing to celebrate nothing,Neutral
0, you are such a hypocrite some of those civil rights leaders came from the countries you called despicable names,Neutral
0, mate your dad would be so disappointed in you right now sad,Neutral
-1, too bad it doesnt come from the heart hypocrite,Negative
1, i dont speak english very well and i dont know what you say please can you translate into french,Positive
-2, got nothing to say about the nsa shooting todayyoure such a dope,Negative
1, lying pig  before pretending you care about civil rights heroes maybe try apologizing for calling white supremancists very fine people,Positive
-1, you celebrating african americans obvious bullshit you racist bigot,Negative
-2, truly desperate is our king without clothes now that there are blacks that are willing to go along by this white supremacists cheap tricks is sickening to me the worst thing that exist in this world is a black republican sorry but i had to say it,Negative
-1, we do not believe you trump you are a racist fascist and a prolific lier,Negative
1, like ,Positive
-3, every black person is not an african american those with ancestors have heritage so when they move the us  they are called african americans just say black americans amazingly eventhough we have tan skin tone does not make us black im mixed with red devil blood  indian,Negative
4, support our s immigrationreform blueprint secureandsucceedact is supported by  daca  a path to citizenship meritbased bordersecurity ends chainmigration visalottery   add  everify  ag act and it will pass with bipartisan support your voice matters call ,Positive
-1, i doubt ,Negative
0,  as you put out a budget that guts all programs in inner cities that directly affect african american communities you are a horrible human,Neutral
3, are you going to credit your speech writer,Positive
2, do you remember saying i think sometimes a black may think they dont have an advantage or this and that ive said on one occasionif i were starting off todayi would love to be a welleducated black because i really believe they do have an actual advantage,Positive
1, its only obvious somebody else wrote this for you,Positive
0, i thought we called em shitholer americans now,Neutral
1, i can imagine what you said behind closed doors  i bet the n word was ised numerous times,Positive
-1, youre a birther lets see you celebrate obama you lying racist,Negative
-1, great ghostwriting  still terrible potus  can we impeach soon   please,Negative
-1, you leave,Negative
1, on a different subject please dont get rid of general kelly we support you and him,Positive
-2, what is wrong with you people you have made a bigger swamp  ,Negative
-1, reallythere are  and  letter words here no capital letters mid sentence and it is a nice tweetnotyourtweet ,Negative
1, so explain please why this photo shows in your words very fine peopleracistpresident ,Positive
-1, hillary was half rightdelusional deplorable,Negative
1, clearly someone else wrote this tweet for you,Positive
1, movement sacrificeyou okay bro,Positive
-2, you dont mean a word you say you racist old fool,Negative
2, donald trump you are great,Positive
0, you dont care about black people  just stop,Neutral
-1, what a freaking potus,Negative
1, wow they have totally cut you off twitter funny,Positive
-2, i doubt youve ever celebrated anything that people of color have contributed to our country youre filthy racist impeachtrump fakepresident,Negative
0, under whose god are we all created equal mr prez  the one for whom blacklinesmatter foreheads falsely cross or the one for whom blacklivesmatter forbearance cant kneel for our national anthem in the nfl,Neutral
-1, how about you hold a presser and come clean on domestic violence and portercoverup  sarahsanders isnt a polished liar and should be fired and maybe have usps issue a series of domesicviolence  foreverstampstrumpdomesticviolencefacilitators metoo ,Negative
-5, when your ag says the office of sheriff is a critical part of the angloamerican heritage of law enforcement he alienated every person of colour  your words ring hollow,Negative
-1, is this supposed to erase all the racist things youve said and done  no deal,Negative
2, as our idiot rd grade level reading president  you didnt write this tweet you minions are easily spotted duh,Positive
3, heroes like  should be honored today civil rights is an ongoing concern because we live in a racist country with a racist president ,Positive
2, well you sure didnt write this tweet racistinchief,Positive
1, the month is half over and finally you mentioned it,Positive
0, my thoughts turn to the activists who are currently standing up against you,Neutral
2, did you tell them about your fathers role in black historyyes your dad you know the one who got arrested wearing kkk robes in a public demonstrationyeah im sure that would make a great conversation piece,Positive
4, is your respect for the civil rights movement the reason that you are on the opposite side of every freakin thing they fought for,Positive
-1, someone stole the prezs phone,Negative
-1, so cohen admits he paid stormy thats ok we knew already and so does  is she still staying at a hotel ,Negative
0, say hi to fred douglass for me,Neutral
1, would be nice if you actually thought wrote and spoke these words you arent smart enough and rely on someone else,Positive
0, amazing this tweet washes way the filth of your campaign and presidency i think not,Neutral
0, you can always spot a non trump tweet if he had wrote it he would have said all african americans should stand for the anthem to take his usual stance of hijacking an event for his own racist agenda,Neutral
2, silk and diamond show up,Positive
1,  have you manage to learn about the congressional black caucus yet or are you still waiting for  to hook you up,Positive
0, somebody hacked dotards account,Neutral
-1, false flag from this racist ,Negative
-1, wowthat was xreme low energy,Negative
0, what do you know about courage and sacrifice,Neutral
0, donnie didnt write this,Neutral
3, you are the best we love and support you,Positive
0, are you talking about those people from those what you called shithole countries,Neutral
0, holy cowthe bots are busy on this thread    trumprussia thamendmentnow,Neutral
-1, coming from you this seems offensive,Negative
-1,                                       you freakin hypocrite,Negative
0, someone else definitely wrote this tweet for you im pretty sure your orange face would explode if you had to write something like this resign loser,Neutral
-1, but the end is near such a disgrace trumprussia muelleriscoming lockthemallup vetsresistsquadron resistanceunited ,Negative
0, youre a nazi,Neutral
0, wall please mass deportations please,Neutral
1, keep us out of your mouth you are not worthy,Positive
4,  as well as a superheroes of the medical community thank you dr charles drew,Positive
1, like frederick douglas,Positive
2, i hear frederick douglass is doing wonderful things hes getting a lot of attention youreanidiot yourealsoaracist,Positive
-2, racist  supports nazis  white supremacists but hates free press immigrants women lgbtq civil rights healthcare disabled moreshithole  enables extreme violent racismwhitepride  racism and hatemaga  racist dog whistle ,Negative
0, roses are redmelania is hottrump is your presidentlike it or not,Neutral
0, imagine what washington would look like if you your criminal administration  the republican puppets would give up lying for lent youre all such good christians right,Neutral
-1, where were these words after charlottesville,Negative
5, this is one of the most lovable speech  big time respect mr president  thank you,Positive
0, sickoftrump ,Neutral
0, weeee weeee ,Neutral
-3, i wish lightning would hit you every time you put out shit like this you dont give a shit about african americans you are jealous of them  we know why everything thats small about you is huge on them and you cant handle it did you see obamas hands on his portrait aha,Negative
3, are you going to celebrate your fathers support of eugenics how about his involvement with the kkk mike pences father was also a klan member who owned a series of whites only gas stations in indiana is this an anglo celebration of our history with da blacks,Positive
5, pretty obvious when someone not trump is posting on his accountnote to ghostwriter if you want people to think you are him downtune your vocabulary to a th graders level,Positive
-1, you are fake ,Negative
0, get real you racist,Neutral
-2, its too late for a slick pr campaign your actions speak louder than words,Negative
0, who wrote this for you  it wasnt you,Neutral
1, melanie looks like a mannequin melaniaisatrophy,Positive
1, there must be some very fine people in the crowd,Positive
0, what contributions,Neutral
0, anthony ferrante is snooping for the pee tape as you read your teleprompter ,Neutral
3, trump will make america great again x,Positive
3, you didnt care about the africanamerican community when you put a c on their apartment applications so you wouldnt rent to them this is just one example of your racism which is why you have white supremacist support you,Positive
1, thank god the republicans freed the slaves and fought the evil democrats who wanted to keep blacks in chains,Positive
