Sentiment_Score,Tweets,Sentiment_level.score
-2, you are a racist piece of shit donny,Negative
-1, what made you think the shooter is just mentally disturbed he issued a warning on social media since  trump sucks ,Negative
-2, so what are you going to do about americans killing children because they can get s gun,Negative
0, you havent read either bill,Neutral
-1, you your  family and your administration are so annoying i cant for the day where we will be rid of all you selfish ppl,Negative
3, as usual they present you with total garbageignoring exactly what you layed out for all to hear  of american citizens want the wall no lottery or chain migration more tech and securitythe left wont listen just do it,Positive
0,  kids just killed by an american citizen and you keep trying to peddle this racist narrative because the shooter was wearing a maga hat you must be so proud dotard,Neutral
1, which portion of the wall is going to prevent what happened yesterday from happening again to more innocent people,Positive
0, cant stop agenda ,Neutral
0,  people are dead in fl  do something that would make america great again  guncontolnow,Neutral
0, you venomed fullbitten giglet,Neutral
2, i know you seem to think that when its not investigating you law enforcement is good and immigration is bad but you have also attacked law enforcement more than any president in modern times and continue to hire immigrants at all your businesses bluetsunami lockhimup,Positive
2, who told you all this  we know you didnt figure this out stop listening to your white supremacist support staff,Positive
3, hang tough president trump we love and pray for you,Positive
1, the grassley bill is a fucking abomination which will never pass if you care about the dreamers like you say you do you will compromise but we all know youre a liar,Positive
-1, we know the fascist in the white house stephen miller wrote this you can go cry now,Negative
-1, how can you be pointing fingers to other lawmakers when theres a crisis in your country,Negative
-1, you repealed daca you did that saying that people have to agree to your plan or they arent serious is ridiculous you arent serious you dont want daca just admit it,Negative
0, god shut the fuck up,Neutral
-1, there is worst going on right now with a white supremacist killing our children not dreamers they are hard working people teachers first responders and more stop holding them hostage,Negative
-5, what the fuck is wrong with you get off twitter and let our country grieve you fucking asshole,Negative
0, hey  keep taking money from the nra and keep telling me how what i really need to be afraid of are brown people in the country without documents i see how this works,Neutral
0, sooooooflorida is already old hat,Neutral
1, meanwhile your buddy is ripping us off,Positive
-1, trump rants about bipartisan bill but encourages threat from white supremacy groups who slaughter school kids and churchgoers dotard,Negative
-1, well lets just wash our tiny hands of the  child murders and get back to your fucking wall you are a black soul rotting away btw your killer is a white supremacist homegrown terrorist who displays his love for you in social media your base,Negative
-1, wait i thought you said dems werent doing anything now youre saying they are but you dont like it you purposely dont want anything to happen so you can continue to rail on democrats youre a horrible human being,Negative
-2, i havent read it but i am almost certain their are at least  lies in this tweet,Negative
-1, lets face it all you want is a vanity wall with your likeness projected on it conmandon,Negative
0, cotton bill,Neutral
-1, you mean the former spokesman for the national republican congressional committee is opposed to a democratic amendment sir i am shocked fakepresident,Negative
2, make a deal this isnt rea estate its pretty obvious you couldnt care less about the daca kids i cant wait till you try to deport them the visuals will be so powerful thanks for the gift   we will bring them back when you are ousted as a crook and cheater,Positive
2, remember when your third wifes parents came to the country as chainimmigrants to context is always important and a good reminder you want the rules only to apply to everyone else,Positive
-1, ypg pkkif you do not support terrorism if you are not really terrorist maybe you people believe in your sad sincerity,Negative
0, trump is a bitch video,Neutral
0, domesticviolence ,Neutral
2, we knows dhs is waiting on those billion for a wall ahaha i love it they take advantage of each other maga,Positive
1, what what whatyou learned how to thread your tweets,Positive
-1, there is no way this is true  what is wrong with you ,Negative
-2, you are a master at always finding exactly the worst most vile possible thing to say like spouting this garbage at the same time this news is breaking ,Negative
-1, shut up  you have already had a bad day,Negative
4, stay strong  love you president trump ,Positive
3, tweeting like a petulant child are your great negotiating skills,Positive
4, focus on stopping americans killing americans  far greater danger to you than immigrants who havent figured out how to swim to your shores instead of attempting to climb a wall the wall will be a spectacular white elephant,Positive
0, get rid of guns not dreamers for fck sake,Neutral
0, can you just shut the fuck up for one day,Neutral
-2, youre a liar and a con man you said you would sign a bill if the house and senate brought you one and now youre interfering liar,Negative
-1, why dont you quit tweeting and have respect for those that died,Negative
3, how soon you put the lives of  young beautiful lives behind you must be easy to have no consciousness about tragedy parents will be mourning the lives of their loved ones for years you were sad for  seconds bc someone told you to act sadempty heart void of empathy,Positive
3,  i truly dont think any of them should stay i married a mexican woman i we did everything legal theyve had long enough to get their  citizenship already,Positive
1, pinhead trump immigrants are not the killers in america white american men are your problem youre fired pack your bags ,Positive
0, youre just mad because the shooter cruz turned out to be one of your supporters and not a dreamer,Neutral
-1, a white nationalist us citizen just slaughtered  innocent people are you seriously railing about the scary immigrants ooga booga today you are a truly vile disgusting and evil human,Negative
0, yes spread fear about immigration while yet another mass shooting is carried about by a legal white american under your watch impeachtrump,Neutral
2, future illegal immigrants are folks like your wife and her family are they part of the chain migration double standard president you want to do something right ban ar   like today      ,Positive
1,  instead of going after immigrants why dont you go after gun control and provide real safety for our nations children the  do not have silverspoons and private schools,Positive
0, as you are a dangerous criminal wouldnt that be good for you maybe you can convince mueller that all your crimes are due to your history unfortunately they are and you are a criminal because you never learned how to be a decent person dotard ,Neutral
0, whats up with  parents,Neutral
-4, pst immigrants illegal or not are not killing your school children lack of gun control is stay on point,Negative
0, k,Neutral
-5, the grassley bill is pure horseshit  fuck the wall and do something about gun control  your thoughts and prayers dont mean shit  get off your lazy ass and do something,Negative
-1, they arent trying to negotiate veto,Negative
5, none should be able to start the process of citizenship until the wall is complete work permits temporary visas sure but no road to citizenship till wall is done  days to sign up for temp status anybody not with temp status when wall is complete get to go to the other side,Positive
4, stay strong mr president you have god and those that love america behind you maga,Positive
3, illegal immigrants with all due respect i really think you need to pay more attention to what is going on in this country you actually believe you are the reason everything is going so great in this countrythen take responsibility for the wrong that is happening ,Positive
0, so i take it that youve paid enough lip service to the most recent school shooting in florida and are now moving on to address things you care more about since the shooter wasnt muslim or an illegal immigrant,Neutral
1, agreed  i do like to play lottery tho  sorry maga,Positive
-1, stop lying we see you,Negative
-3, lottery continues deadly catchandrelease and bars enforcement even for future illegal immigrants voting for this amendment would be a vote against law enforcement and a vote for open borders if demsserious about dacasupport the grassley bill ,Negative
0, we are more threatened by white male fascist domestic terrorists than by any immigrant say it white male rightwing domestic terroristwhite male rightwing domestic terrorists are a danger to america,Neutral
0,  daca is righteous guns are murder control weapons first  then immigrate your administration,Neutral
0, fyi were on day  of waiting for schiff to cleanup his memo fing jack wagon hes up schiffs creek,Neutral
-2, your personal whitedomesticterrorist org sponsored by nra who sponsors you apparently did this shooting as a distraction from you gutting medicare and ssid now i think you are deeply involved ,Negative
-1, fuck you mr president do something about the tragedy in our own country that occurred yesterday,Negative
4, come o holy ghost creator come and govern all christian prolife politicians with your great wisdom,Positive
1, the floridashooter was an american trump supporter you have the blood of children of your hands maga,Positive
-1, fuck your wall ,Negative
-2, your wife and her family need to be kicked out of the country she lied on her citizenship paperwork work illegally in the country married you to stay here and get her family here  if immigrants must go your wife should be the first in line,Negative
-2, hmmm sounds like it has all the right features we know your hyperbole is nonsense i know that  has a much better perspective on immigration than you do your immigration enforcement is currently a complete disgrace unmitigated fear is what dictators use,Negative
0, donald it wouldnt matter what they sent u would veto it we all know that why dont you but it wont be long now your as good as gone guncontrolnow dacadeal dacanow resignnow,Neutral
-3, lying again little donny your mother should have slapped your little hands but lying is encouraged in your family btw  the shooter was of course a trump supporter who wore your disgusting hat while he practiced shooting must make you proud little donny,Negative
0, on to the next thing i guess ,Neutral
-2, if you were serious about caring about this country you would resign,Negative
3, in  trump will become president again maga,Positive
1, reply if you want to know more about what is required of a person to qualify for daca ,Positive
1, stephen miller you petulant twit stop tweeting as trump,Positive
4, love to see your passion for daca and what big criminals they all are but where is your passion about the mass killings of young americans at the hands of other americans,Positive
0, maybe but there are a lot of native born whiteys id love to put on the trading block,Neutral
-1, tell them to go take a hike  negative ,Negative
1, obama has deported more people than any other president  abc news  ,Positive
0, what about the chain migration of your wifes parents to the us,Neutral
-3, what about guns what do you intend to do about gun reform you lying sack of shit,Negative
0, do you really think your continued railing agains  is doing you any good wake the fuck up sir its not immigration thats our nations deadly issue its unfettered  fronted by a congress  solely owned by the  and arms manufacturers,Neutral
0, deal with guns killing machines bone head,Neutral
1, we are screaming no amnesty go back and watch your campaign promises we believed you,Positive
3, stop holding daca hostage you love these dreamers  remember  the bill of love  why not a separate bill just for dreamers  and the rest of immigration you can continue to hash out hmmm,Positive
-6, nonothere americast stoptheflow deportation what the heck is wrong with these people obstruction and resistance screw america they hate us,Negative
-2, what are you doing about gun violence you mook,Negative
0, well thats absolutely stunningly unbelievableby which i mean bullshit,Neutral
-1, maga  making america grieve again,Negative
-1, thought you would accept any bill presented lie much,Negative
-2, in the wake of yesterdays school shooting russian bots flooded twitter in an attempt to stoke tension in the gun control debate,Negative
-2, imprison the fake moron president,Negative
-1, shut up murderer,Negative
0, how would you know whats in the bill if its more than one page long no pictures and not bulletpointed you dont read it,Neutral
0, are they trying to make american citizenship worthless by offering blanket amnesty and inflating the population,Neutral
2, right back to immigration  you truly are just the worst ,Positive
0, stop this crap focus on guns,Neutral
-2, forget about illegal immigrants think of your school kids,Negative
6, well if you dont like it it must be a pretty good bill your track record on legislation is pisspoor your two attempts to repeal the aca the goptaxscam thats robbingpetertopaykochs and now your immigration plan that reads like an isolationists wet dream,Positive
-4, yeah were not worried about illegal immigrants were worried about americans committing acts of domestic terrorism in the form of mass shootings get on it,Negative
0, shut up shut up shut up shut up,Neutral
-1, how about you get off twitter stop complaining and do your damn job you elderly childish orange idiot youve done nothing to better this country and only further divided the nation making my job as a police officer and the lives of everyday americans harder resign already,Negative
2, nicholas cruz was a communist and proud member of the democratic party and antifa  the left is responsible for this shooting not donald trump ,Positive
2, senator rounds and senator collins need to remove the r after their name in place of a d they are as much out of touch with the majority of our population than the rest of their democrat friends,Positive
-1, no thats if they are serious about letting you set their agenda,Negative
0, back to divisive terms not even  hours after parkland you have no business in that office,Neutral
-1, you make me sick,Negative
-3, so we are still not taking about gun control are you serious you want a wall for what for what any of these school shootings done by illegal immigrants no,Negative
0, if you were actually serious about daca you would stop forcing your xenophobic policies and actually get some work done,Neutral
0, this how i see    ,Neutral
0, americans first dreamers illegals after the wall is built nodaca,Neutral
1, so hows melanias mom and dad doing over here in the good old us of a,Positive
0, can you say ss boys  girls  have someone expain to you what ss is donnie,Neutral
-3, im so confused so youre saying that the kid that shot up the school came from mexico illegally,Negative
1,  how about you address the domestic act of terrorism committed by one of your white nationalist buddies gunreformnow,Positive
1, and we gather around our cities that are representations and represented by the legislature and from the lofty towers and places of power they throw their stones at eachother unyielding and austere the grassley bill like a grassfire has not mercy or thought,Positive
0, unite not confrontacin,Neutral
-2, you lie again you piece of shit,Negative
-1, deflecting from the news that you killed those  people youre the one who repealed obamas requirement for psych background check for fun purchasers youre a murderer,Negative
0, more guns more guns more gunsit is our right to possess arms you dumbass if the kid used a machete would you be squealing like the bitch that you are and demand machete reform liberals are pathetic,Neutral
-2, i could care less about an illegal immigrant what about gun control our children are being slaughtered out here our children dont have secret service protection so how are you gonna help them nrakills nrabloodmoney bloodonyourhands ,Negative
-2, under the new immigration laws we need to deport your wife and her family deportmelaniasparents,Negative
-4, incessant bullshit and lying and never ends theliarinchief jack ass ,Negative
-1, fool,Negative
0, demand e verify stop the magnet,Neutral
0, grassley should sod off and diethat said lets talk about  s parentsput them through the details you suggestsorta like me putting your health stats into the heart associations are you at risk quizso fucking sick of this guy,Neutral
4, look mr reality t v you know  about law enforcement you only reiterated what someone else told you or you got drom fox and friends i hope you learn st hand the true feel of justice you have betrayed the oath of office,Positive
0, donald you should respond with love instead of hate or thoughts and prayers,Neutral
1, please just get something done,Positive
-1, grassley is an ignorant white supremacist youre a pathetic moron mccain and coons is what im supporting crookedtrump,Negative
2, donny if it would have kept your family out of america and some of your wives well it can only be worth it,Positive
-3, so much for signing whatever the congress agreed on your word is meaningless you always wanted to use daca to force congress into giving you your wall and its sick the way you endanger peoples lives for political points then decry everyone else for doing what you are guilty of,Negative
3, veto this the democrats and rinos have no interest in real immigration reform end chain migration visa lottery and build wall,Positive
-3, you fucking clod nobody gives a wet monkeys ass about this kids are being murdered at an unprecedented rate under your watch get your priorities in line,Negative
-3,  the democrats do not care about dacathey only want new voters democrats as they are losing more party members than they are gainingamericans see the democrats for what they really arelosers liars cheats crooks and thats not just hillary,Negative
-1, youre going to lose this one,Negative
0, thesepeoplearestupid,Neutral
1, very fine people,Positive
1, how about that white american that just shot up a school,Positive
-2, if you are against chain migration kick out your grifter fatherinlaw,Negative
-1, you so stupid,Negative
-1, thats the problem the democrats are not serious about immigration reform,Negative
0, well we all know they never do the right thing for this country because they are trying to destroy it maga,Neutral
0, probably need to pay more attention to your white nationalist buddies i mean base they struck again yesterday,Neutral
1, nice thing sir is you have a thing called veto,Positive
-1, shut up and do your damn job stop trying to divide our nation and do something to protect our children from assult weapons that are being purchased legally by us citizens,Negative
1, nice time to say the word deadly tweetlesssmilemore,Positive
-1, fuuuuuuck you a white supremacist murdered  kids and youre trying to keep all the poc out fuck you,Negative
-1, the nra is a treasonous terrorist organization do something about that,Negative
-2, dude youre worried about this right now you just had  americans killed sorry  american children killed and youre worried about this get your fucking act together even obama had some decency,Negative
-1, voting against law enforcement is good actually,Negative
-1, havent your racism caused americans enough problems this week,Negative
1, consider immediately w no conditions  a law that fast tracks citizenship for any serving or have served honorably in service of our military take that talking point away from discussions,Positive
1, please be quiet and go back to watching tv let the grownups handle immigration,Positive
-3, ok sh we arent being killed by terrorists from other countries we are being slaughtered by our own youth how many more need to die before you realize its an internal problem it an external issue for goodness sake get with the program of truth dumbshit,Negative
-2, never mind the snowflakes and haters stay the course drain the swamp and continue to maga,Negative
0, i hate you with a red hot burning passion,Neutral
-2,  stfu moron i hope you serve your last days behind bars youre pathetic,Negative
-2, allowing assault rifles to be bought is a vote against the life of our children lets work on that problem now or are you afraid to up set your supporters nra and white supremacist,Negative
-3, just shut the fuck up go cheat at golf scam some more for yourself just go the fuck away go chase ivanka around the oval,Negative
2, fund the wall now no amnesty no anchor babies no chain migration no visa lottery or no daca,Positive
-1, dude kids died yesterday fuuuuuck yooooou jackass,Negative
-1, the problems are already here  wake up and look at your back yard,Negative
-2, do something about gun control and fuck your wall,Negative
-2, i hope you fail in holding these daca kids hostage to try and get your three resist pillars,Negative
1, the grand extortionist,Positive
-1, kirstjen says not enough norwegians racist collusion elderbaby,Negative
0, sad you dont really want a bipartisan solution                 is the obstructionist,Neutral
3, wtppl fully support president trumps judgement not rino senators,Positive
1, sir we elected to to buildthewall  and bring law and order back to america and a robust economy to the people please vito anything less maga ,Positive
3, what about the immigration status of your wifes parents who have been living in the us  sometimes even the white house,Positive
1, this is what you choose to talk about how about gunlawsnow  moroninchief,Positive
-3, too bad you werent at stoneman douglas high school yesterday you miserable excuse of a mouse ,Negative
0, shut up presidentstephenmiller millerspuppet,Neutral
2, not a real trump tweet its threaded,Positive
2, no amnesty without the wall built no daca bill without immigration reform ,Positive
-2, you are a disgusting disgrace of a human being gunreformnow immigrantsarenottheproblem,Negative
-2, shut up you russian stooge someone get the baby sitter donnie shit his depends again grab him a coloring book too trumpforprisonrico act,Negative
-1, ban all illegals amnestydon,Negative
0, no thanks   ,Neutral
-2, shut the fuck up punk,Negative
-3, voting for individual ownership of handguns and assult weapons is a vote against our children and law enforcement personnel who too many times end up the victims of our insane politics defending the nra is criminal,Negative
3, didnt your inlaws come here through chain immigration another question what is their immigration status as of right now hmmmm,Positive
-2, fuck you fuck off  get fucked like the kid said you are a piece of shit,Negative
-4, one of the worst school shootings in modern history just occurred and this is the shit youre worried about get the fuck out you stupid mouthbreathing balding fuck,Negative
3, i would rather have immigrants than trump supporting white supremacists wearing maga caps running around my town with ars murdering children ,Positive
1,  still hasnt figured out what the immigration lottery is nor how it works saaad bigly saaaad,Positive
0, magaimmigrationreform ,Neutral
-2, this from the guy that blasts the fbi every goddamned day deal with the fucking nazis that are already here instead of deporting hard working immigrants children are dying and youve got a giant stick up your butt ,Negative
-2, but  you respect what makes king of morocco islamise the black countries  terrorism  my family chikh shirt migrated after the war   knew islam at the beginning the prohte mohamed is spent spain i do  ,Negative
1,thou art a bootless brazenfaced bumbailey ,Positive
0, remember that executive order cutting their protection  i do i mean i know you have cough reasons but you started this mess how about helping create a solution and not just cracking the whip massa trump,Neutral
-3, trying to change the subject nobody gives a fuck about your thoughts on immigration,Negative
1, how would  melania and her family be here if not for our current immigration system  as usual more hypocrisy from trump,Positive
0, face it folks trump is a goof,Neutral
-1,  the dems have no intention of allowing you to solve a problem the campaign on just save your breath and get back on the conservative side of illegal immigration,Negative
-1,  melania mom and dad considered one of the deadly catchesshow us their papers melaniapapers,Negative
2, from what i can see there is not one word of truth in your tweet,Positive
-1, hey dumb not sure if you noticed in the last  hours but home grown white supremacists seem to be a much bigger danger than illegal immigrants,Negative
-2, so who revoked daca and created this artificial crisis in the first place,Negative
1, secure the border first,Positive
1, translation for those who are not so fluent in trumpenspeak waah  waaah i want my walll  and i want it naow  waaaaaah  give me my wall or i am gonna hold my breath and everyone not supporting the wall is a big bad democratbully  waaaaaaaaaaah ,Positive
4, none of what you said is true you are like a two year old throwing a fit we deserve better,Positive
2,  do what you can to keep americans safe no one else will,Positive
0, if  were actually serious about school shootings he would initiate sane gun control measures not much winning going on these days,Neutral
-5, did you already forget there was a shooting yesterday just shut your ugly fuckface for once you old ugly racist piece of garbage,Negative
-2, shove grassleys bill up your ass ,Negative
1, what a shock collins would put up this kind of bill considering how many illegal immigrants work in maine cheap seasonal labor wonder whos paying her off,Positive
-3, youre a real nasty piece of work shame on you for trying to make immigrants into villans the only bad one here is you so stfu and do something about assault rifles,Negative
-1, fox news says that your lying and lawlessness is good for america,Negative
1, ha this is all stephen miller at the tweeter trough  bet you wish you had a brain,Positive
-2, in other words they want irresponsible immigration to the point we are defenseless in our own countryhow generous of the democratscan we vote them out of the country  or deport them along with all the illegalsthats my dream,Negative
0, as if you have a clue,Neutral
-1,  everything you do is a diversion trying to make us forget russia and your ties to it  also you have let the deadline on sanctions pass why you do know youre breaking the law right,Negative
0, you really dont know when is a good time to shut the fuck up do you,Neutral
3, hey shitholepresident  did you read the bill or are going on heresay trying making up your own mind rather than saying youll sign any bipartisan agreement what a joke you are may god help america and protect us from you,Positive
-1, nopeto biased,Negative
-1, crock of st those lids who died yesterday and all of the other victims of american made terrorists didnt need your wall or immigration reform  they needed  guncontrolnow,Negative
0, dont forget to build a wall around california also,Neutral
-3, nra russia controls youputin controls youthe american people find it treasonous and a derelict of dutyimpeachment imminent,Negative
-4, donald there are bigger fish to fry in this screwed up contry your wall protects nobody chain migration is why your inlaws are in this country kids die in their school rooms how about dealing with that home grown terror start there idiot,Negative
1, we know the  are not serious they will only accept amnesty and capitulation by the  do not accept,Positive
2, i wouldnt expect to be allowed a followup question  ,Positive
1, what wall are you referring to the one u havent started  that u said mexico would pay for but arent that u want the tax payers to pay for now  that wall,Positive
4, does anyone else wake up in the middle of the night and have to pee but youre so comfortable you just hold it and hope for the best i know its unrelated but i dont have a real response to this insane person,Positive
0,  im suprised you havent blamed the muslims or mexicans yet dumpy trumpy,Neutral
0,  sam carpenter r canidate no to him and no to d kate brown ,Neutral
0, north korea the north korea strictly prohibits the use ownership manufacture or distribution of firearms by any citizen not serving in the military or special sectors of the government executing official duties,Neutral
2, dude who just shot a bunch of children is a citizen and you want to take money from mental health services and do nothing about guns,Positive
-1, you need to stop listening to tom cotton and stephen miller  ,Negative
0, how did melanias parents get to america,Neutral
0, american last democrats motto ,Neutral
-2, resign you are a failure,Negative
-1, see you list me when you started rattling on about that stupid ass wall and im sure you didnt read any part of the proposal,Negative
0, how did your mother in law come over to the states oh wait it was chain immigration right,Neutral
0, chuck is crazy you gave them the best deal they can take it or leave it,Neutral
0, gave one lottry for cristan colof,Neutral
0, trump is obsessed with the wall and has no concept of reality he is narrow minded stubborn visionless and gutless his real goal is to turn america back to the days when white males ruled because he is threatened by anything different from himself,Neutral
-4, grassley is a testicle licking lackey  he can fuck off back to iowa  hes trying to save your ass from muellerbtw when is your appointment for an interviewwhen are you imposing the sanctions on russiaputinspuppet,Negative
5, elections are  months away and republicans control of congress is lame duck from now on let us just do clean daca now and do the comprehensive immigration reform in the new congress when there will be fresh voice from the constituents,Positive
-1, im picking up some negative vibes here donny,Negative
7, its okay trump once youre impeached and removed from office we will give amnesty to every immigrant in america you cant stop it just like you  we will undo everything thing you did as acting president youre the worst president in american history flipthehouse,Positive
-1, why does everything with the dems have to be a fight  do they not know or see what they are doing and how the american people see them,Negative
0, read the original fisa abuse report at ,Neutral
-5, you are a giant disgrace to this country  your incompetent weak and illegitimate presidency needs to end  resign ,Negative
-1, the mere fact that you would even address this issue today is a prime example of why you are an unfit leader your whole administration is a disgrace,Negative
0,  tweeting about illegal immigration but you just had a mass shooting that you motivated  gunreform,Neutral
-2, they arent serious about daca  want a political  storm to campaign on,Negative
2, i just wish youd go away,Positive
1, please give us a day of peace go play in the big truck or something,Positive
2, grassley should retire from the senate he doesnt even make sense when he talks,Positive
1, why dont you get someone to explain the terms youre using,Positive
2, how about your inlaws are they working  paying taxes  making any contribution to society  or are they here because of chain migration ,Positive
-2,  fucking piece of shit,Negative
-1, you lie,Negative
0, are you seriously going to ignore that  kids were killed yesterday and talk about immigration right now how insensitive do your job and keep americans safe,Neutral
2, how about you focus on gun control so i can feel safe sending my kids to school tomorrow no thats right  has you by the short and curlys,Positive
-1, theres your boy wayne gunreformnow nrabloodmoney ,Negative
5, how about you stop playing to your base and be a real leader i know thats a tall order and i honestly believe you arent fit for the job,Positive
0, dude we only care about gun laws that will protect our children stick to one subject already this one could bring everyone together,Neutral
-1, blood on yours and the gops hands ,Negative
-6, dont give our country your effin bullshit prayers  ask us to come together  take your nra prayers and shove them up your butt you need to ask congress to ban assault weapons thats what you would do if this happened in barrons school ,Negative
-1, how about being honest  the review of the actual bill says  the bill directs the agency to prioritize those who are criminals pose a terrorist threat or arrived after june read more at ,Negative
0, its the white supremacy thats ruining our country donald,Neutral
-1, not as deadly as guns,Negative
-1, thats not at all correct your ignorance is unbelievable,Negative
3, the grassley bill is the only bill that makes sense the grassley bill is the only bill i support trump,Positive
-2, when i say fear you say monger  fear,Negative
-2, as usual your timing sucks america wantsneeds to talk about gun legislation now you political agenda is an inappropriate thing to discuss at a time of mourning,Negative
2, the parkland shooter was an american born member of a white supremacist group what are you doing about people like him,Positive
-1,  resign muellertime impeachtrump russiancollusion ,Negative
-4, fuck u assholehope some one uses an ar on your sick sorry ass,Negative
1,  you are a weak president with zero credibility,Positive
2, you sure think you know all the answers on this topic how about putting some of that stable genius brainpower to work on reducing gun violence  not up to that challenge afraid you might piss off your precious base to even start the discussion useless and pathetic,Positive
6, theyve taken the phrase right out of the whitesupremacist dictionary and want to make it a household word to continue reframing the national discussion on immigration as a national security issue ,Positive
1, again educate yourself ,Positive
0, fu and your prayers ,Neutral
-3, i cant believe you are talking about this all of us are more likely to be shot and killed by one of your white extremists supporters than any immigrant you suck,Negative
-1, you are the worst  tick tock ,Negative
-56, veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto veto,Negative
-3, seems like youve moved on from the deadly mass shooting what a shock you are a garbage heap,Negative
1, hey donald how did melanie and her family get to this countryasking for a friend,Positive
1, yes and amen makes me feel like dancing not a problem ,Positive
0, hasnt it been  years yet,Neutral
-4,  they should impeach your racist ignorant ass,Negative
-1, save daca deport people who are illegal in a consent adult age but most importantly gun control now ,Negative
-1, and you said you would sign whatever congress handed you another lie,Negative
1, if you look at the dems policies its clear that they are antiamerican,Positive
-1, gun control whats wrong with america and why are you not protecting your children,Negative
-1, listen to ted cruz because hes the lone republican fighting for americans whereas you and the rest of the rebellious rs are attempting to throw us under the bus  completely f  us over,Negative
-1, the nra bought you russia bought you nothing you say not a single word can be trusted  you lie every single day all dayyou are a con man a thief a money launderer and a weak weak pitiful crybaby the day you walk into prison will be the day america is great again,Negative
0, deadly yet doesnt support commonsensegunlaws,Neutral
4, yes sir now can we talk about that good old job referral ,Positive
0, what about your wifes parents,Neutral
-2, oh well if it is not your idea it is a very bad idea i am sooo sad when does the government wake up,Negative
-2, if you were serious about daca you wouldnt revoke it,Negative
4, how did your wife and her family manage to migrate tell america what their merit based qualifications are how many foreigners work on your properties  how many americans dont believe this mofo only poor poc  and religions he doesnt like will be banned,Positive
-1, so when you kicking your chain migration  inlaws out youre such a liar,Negative
-3, get rid of guns you frigging idiot it is not immigrants that are shooting your people,Negative
-2, what the fuck is wrong with you,Negative
0, any comment donthecon ,Neutral
-1,  the fact you tweet on anything other than your white murder today says it allyou are a disgrace,Negative
-4, distraction  you dont intend to pass anything unless it is totally racist  and stop using chain migration as a term  it is insulting and your wifes family is guilty of it,Negative
0, why are u wasting ur time with them enough already sendthemsouth,Neutral
-3, how dare you make these tweets a day after one of the most epic school massacres has been committed and then two bring up names of government leaders your lack of humanity let alone leadership is diabolical nightmare resign,Negative
3, i know this is off subject but i just received my first paycheck with the new tax bill implementedthank you for my raise president trump   per year  thats just the fed inc tax relief part  maga,Positive
-1, wownot even trying to hide the lies anymore huh,Negative
-2, hey don  children killed yesterday doing anything about gun control ah sorry i forgot nra got you by the balls,Negative
0, why would anyone believe anything that you say  mexico is paying for the wall,Neutral
-4, is this the most important thing that is going on in your country at the moment you obnoxious cunt  you wouldnt be trying to blame immigrants for your slaughterhouse schools would you  ,Negative
3, this page is full of mental illnessjust read the comments to our president of the united states this does not represent the hard working men and women in this country,Positive
5, mr  you are the president of the united states of america do not settle with rats and snakes be the power americans elected you to be do what you think is best for the country do not deal with domestic terrorists aka democrats,Positive
1, exactly   this is why we voted for you stand strong maga,Positive
1, so when are the communist parents of melania trump going to be deported here only because of chain migration unemployed antiamerican background provide absolutely nothing to the united states,Positive
-1, smells like an overstatement misrepresentation andor typical trump lie about the bipartisan bill btw deport melania her parents  her anchor baby,Negative
1, keep the borders open fuck the law enforcement you guys are not even doing your jobs right  the end is here get over it,Positive
5, yes yes yes thank god you are watching out for the american people   better support  and do his job,Positive
-4, mr president do you remember after the tragic gabrial gifford shooting president obama responded by calling on all americans to work to lower the angry vitriol what you see in the comments below is how his liberal supporters responded to that solemn plea sad maga,Negative
-6, shitholepresident stop this shit hole s bs you are trying to sell in the name of white supremacy we refuse to go backwards we want to go forward impeach these old ass wanna be plantation owners,Negative
-2, weird donny you seem to hate lawenforcement when it comes to investigating you,Negative
-4, terrible does nothing do they think you just fell off the turnip truckyou are driving the truck  we need to drain the swamp now,Negative
1, truth trumplies daca dreamers ,Positive
-1, what the fuck is wrong with you your inane distractions wont work today the gun reform conversation isnt going away the survivors  victims families are insistent about that so is  of america,Negative
0, forgot about the shooting pretty quickly,Neutral
2, can we get trump to create the new sport of diving into an active volcano,Positive
0, your wife wouldnt pass your test nor her parents by the way  never gave her press conference to show all of her immigration papers to prove she is here legally  you still havent shown your tax returns does russia own you do they hold the peepee tapestheresistance,Neutral
0, treasonoustrump putinpuppet ,Neutral
0, the dreamers are more vetted than your own white house staff disgraceful,Neutral
3, you really suck at politics dont you i want to know why you have over  people working with you that dont have a security clearance thats an unprecedented national security risk your own wh council don mcgahn dont bring up hillary clinton to me ever again,Positive
3, i am just about to teach a class with immigrant children they are soooooooo much better than americans with guns,Positive
2,  wish you would focus on homegrown terrorists like the one who killed all those children in florida yesterday ,Positive
0, bald,Neutral
-2, why are you such apiece of shit be the president stop being a little bitch trump is trash,Negative
1, eat all the dicks,Positive
0, oh and hey just out of curiosity to take my mombrain off the  families who were destroyed yesterday because you value nra contributions more than children howd your wife and her parents  all uneducated immigrants  get here  and where are melanias papers,Neutral
3, thank you for staying strong for us we appreciate you,Positive
1, just say hell no potus trump buildthewall  endchainmigration  endvisalottery  meritbasedimmigration americans are dreamers to,Positive
1, trump only wants a bill that will reduce the number of nonwhites in america always remember this is the primary goal of trumps bigot nazi base he is deplorable,Positive
